ID,Y,X
4100440,37.5747003,127.0132625
3100012,37.5826915,126.9707933
4100121,37.6133431,126.9547306
4100259,37.5742764,126.9841829
4100231,37.5751623,127.0067898
4100242,37.5777401,127.005433
4100080,37.5890739,126.9936194
4100485,37.5830465,126.9809226
4100418,37.587079,127.0024179
4100219,37.5754809,127.0030952
3100002,37.5741443,127.0022947
4100025,37.5732811,127.0082516
4100363,37.5757724,127.0189721
4100532,37.5814356,126.967737
4100216,37.5737539,126.9919806
4100346,37.5702831,127.0128626
4100262,37.5795123,126.9726222
4100065,37.579628,127.0170781
4100461,37.588879,126.9635858
4100453,37.5777615,127.0097456
4100262,37.5790563,126.9722527
4100269,37.5814221,126.9697005
4100066,37.573345,126.9971027
4100430,37.5784193,127.0099241
4100001,37.5680667,126.9656997
4100014,37.5816569,126.9865461
4100553,37.6013665,126.9552659
4100042,37.5788043,127.0018588
4100086,37.5905972,126.9954351
4100204,37.5785633,127.0213244
4100524,37.577829,126.9681979
4100516,37.6154361,126.9737664
4100204,37.578187,127.0222295
4100377,37.5760404,127.0162465
4100370,37.5764464,127.0200752
4100113,37.5815088,126.9819336
3100002,37.5828792,127.00163
4100378,37.5766558,127.0142521
2100002,37.5791941,126.9686392
3100012,37.5775507,126.9720201
3100008,37.5857076,126.9970942
4100042,37.5788652,127.0015907
3100013,37.5729235,127.0001283
4100095,37.5761414,127.0223308
4100230,37.5756241,127.0061363
4100021,37.5731037,127.0095934
3005005,37.5994419,126.9563436
4100270,37.5823797,126.9699286
4100449,37.5754151,127.0097
4100071,37.5831108,127.0042008
4100073,37.5833687,127.0056396
4100079,37.5894048,126.9957522
4100040,37.5784837,127.0016769
4100130,37.5742929,126.9626005
4100129,37.5747694,126.9625619
4100450,37.5757626,127.0094952
3005008,37.5876919,127.0035824
4100316,37.5695175,126.994754
4100041,37.5793582,127.0014429
3100010,37.5737362,126.9946018
4100008,37.5729652,126.9664784
4100011,37.5800528,126.9874698
3100005,37.5735371,126.9651553
4100519,37.612059,126.964809
4100428,37.5824013,126.9895351
4100106,37.5825289,126.9859707
4100095,37.5762466,127.0227593
2100002,37.5791381,126.9691162
4100086,37.590498,126.9947128
4100356,37.5722597,127.016763
4100445,37.5757592,127.0128483
4100092,37.5974729,126.9707857
4100176,37.5865054,126.9941602
4100428,37.583381,126.9857182
4100083,37.5900457,126.9948409
4100404,37.5736963,126.9982088
4100252,37.5716194,126.9853405
4100094,37.5977153,126.9639083
4100003,37.5725034,126.9691252
4100183,37.601955,126.9634256
3100010,37.576094,127.0001894
4100346,37.5715366,127.0127415
4100524,37.5776564,126.9682709
4100196,37.5713279,126.9900958
4100025,37.5768035,127.0080493
4100135,37.5748367,126.970477
4100514,37.609552,126.9627934
4100315,37.5699127,126.9941221
4100023,37.5790905,127.0091293
4100268,37.5816731,126.9723024
4100486,37.6055328,126.9676718
3000008,37.5745565,126.9586142
4100474,37.5757889,127.0071906
3100002,37.5832807,127.0013013
4100373,37.5757254,127.0207616
4100204,37.575796,127.0218374
3100012,37.5817377,126.9706599
4100267,37.5808697,126.9695822
4100428,37.5803576,126.9873101
4100287,37.5869003,126.9671639
3100020,37.608115,126.9557656
4100509,37.6120308,126.9779918
3100001,37.5735041,127.0021653
4100117,37.5811143,126.9844769
4100163,37.5745049,126.991872
4100245,37.57965,127.0051067
4100177,37.585438,126.9976756
4100450,37.5758244,127.009135
4100450,37.5758409,127.009722
4100437,37.5736197,127.0099213
4100427,37.5832373,126.9874114
4100438,37.5742722,127.0098609
4100038,37.5717342,127.0054223
4100438,37.5745124,127.0095798
3100010,37.57687,126.9856665
4100518,37.6021784,126.9680838
4100481,37.5779426,126.9594014
4100446,37.5766548,127.0118184
4100428,37.583241,126.9866425
4100370,37.5758816,127.0202636
4100107,37.5856064,126.9836827
4100517,37.6169323,126.9753768
3100002,37.5755387,127.0025145
3100008,37.5846072,126.9971503
3100008,37.5874177,126.9971019
4100428,37.5831728,126.9876139
4100292,37.5946774,126.9648554
4100405,37.5750896,126.9994238
4100008,37.5735173,126.966653
3100004,37.5812634,126.9853625
4100317,37.5698286,126.995899
4100062,37.5720045,126.9906891
4100501,37.611627,126.9745665
4100394,37.6084561,126.9580879
4100014,37.5784989,126.9866201
4100518,37.6027366,126.9688672
4100084,37.5904304,126.9935542
4100180,37.5999584,126.9618405
4100180,37.5998412,126.9618757
4100041,37.5784108,127.0011041
4100271,37.5772889,126.9716872
4100178,37.5876483,126.9963202
4100098,37.577589,127.0226164
4100086,37.5904516,126.9948008
4100240,37.5768091,126.9907909
4100278,37.5828217,126.9717078
4100354,37.5732075,127.0135432
4100176,37.5846918,126.9952311
4100028,37.5732121,127.0210617
4100366,37.5742642,127.0171484
4100074,37.5840918,127.0059478
4100181,37.6002165,126.9621081
4100492,37.6115063,126.9653845
4100504,37.6117055,126.9757974
4100027,37.5726249,127.0226556
4100023,37.578195,127.0086569
4100408,37.5751414,126.9963922
4100341,37.570838,127.0123464
4100442,37.5745706,127.012434
4100028,37.5724304,127.0193564
4100028,37.5733024,127.0214313
4100075,37.583418,127.0036934
4100512,37.6127273,126.9798908
4100529,37.5798434,126.9670923
4100089,37.5884004,126.9958462
4100036,37.5842434,127.0026872
4100474,37.5761289,127.0072917
4100453,37.5756143,127.0108408
4100231,37.5751398,127.0070521
4100446,37.5758961,127.0114342
4100314,37.5694899,126.9935357
4100193,37.5690752,126.9908346
4100182,37.6013619,126.9635607
4100403,37.5738218,126.9990638
4100438,37.574081,127.009649
4100326,37.5721679,127.0038032
4100122,37.6089367,126.9569793
4100490,37.6097642,126.9669356
4100107,37.5855102,126.9843321
4100065,37.5796282,127.0173751
4100072,37.5833565,127.0059046
3005004,37.5692411,126.9699394
4100296,37.5977488,126.9600175
3005004,37.5691655,126.9695261
3100005,37.5737601,126.9649229
4100487,37.6074286,126.964768
4100500,37.6111394,126.9723143
4100478,37.5728819,126.9605968
4100056,37.5715656,126.9913807
3100013,37.5718419,127.0121362
4100364,37.5746372,127.0179627
4100425,37.5823367,126.98876
4100473,37.5764231,127.0070328
4100494,37.6060644,126.9632292
4100260,37.5747901,126.9632823
3100021,37.5695329,126.9993985
4100015,37.5810503,127.0058841
4100392,37.5759393,127.0160804
4100278,37.5835615,126.9707665
3000008,37.5677135,126.9652491
3100002,37.5742663,127.0017013
4100512,37.6140706,126.980153
4100022,37.5759702,127.0089369
4100378,37.5769814,127.0142728
4100015,37.5814836,127.0061149
4100013,37.5825865,126.9873639
4100317,37.5693402,126.9961979
4100086,37.5906735,126.9956473
4100301,37.5781271,126.9729758
3100020,37.6068008,126.9602505
4100053,37.5731618,126.9899556
4100219,37.5748176,127.003507
3100007,37.5806237,126.9805533
4100023,37.5770581,127.0089374
4100239,37.5764697,126.9892839
4100203,37.5779304,127.0204377
4100092,37.5988588,126.9708704
4100007,37.5731987,126.9675685
4100487,37.6076244,126.964495
4100210,37.57973,126.9653437
4100298,37.5776424,126.9735968
4100476,37.5708798,126.962523
4100070,37.5837494,127.0044773
4100318,37.5695984,126.9954957
3100020,37.6059988,126.9601917
4100432,37.579156,127.0105705
4100092,37.5981658,126.9717698
4100466,37.5921274,126.9620181
4100370,37.5759942,127.0194977
4100186,37.6042682,126.9602766
4100098,37.5778115,127.0225828
4100447,37.57584,127.012249
4100316,37.5695719,126.9949285
4100300,37.5778215,126.97063
4100278,37.5827773,126.9713097
4100351,37.5729613,127.011369
4100278,37.5835773,126.9713342
4100011,37.5800167,126.9879263
4100074,37.5839886,127.0059138
4100556,37.6055468,126.9578999
4100487,37.6062204,126.9668927
4100523,37.5849079,126.9671265
3100020,37.6045878,126.9617555
4100309,37.5686382,126.9889952
4100069,37.5824397,127.004907
4100314,37.5695579,126.9934398
4100311,37.5697812,126.9913767
4100042,37.5792094,127.0011528
4100410,37.5763887,126.9981254
4100523,37.5847114,126.9671172
3100008,37.5842917,126.9978305
4100546,37.5875402,126.9989284
4100023,37.5767439,127.0092916
3100005,37.5763449,126.9702698
4100023,37.5780061,127.0087867
4100183,37.6019999,126.9624303
4100193,37.5691461,126.9903332
4100348,37.570244,127.0110835
4100204,37.577507,127.0218032
4100193,37.5686789,126.9911784
4100081,37.5900722,126.9942189
4100086,37.590179,126.9949277
4100176,37.5864685,126.9938055
4100506,37.6131362,126.974544
4100102,37.5817608,126.9841048
4100316,37.5697463,126.9946354
4100548,37.589659,127.0019234
4100359,37.5731125,127.0176384
4100126,37.5736025,126.9627778
4100451,37.5774614,127.010602
3100002,37.5742991,127.0027288
4100531,37.580317,126.96912
4100024,37.5777925,127.0082362
3100007,37.5804,126.980283
3100005,37.575894,126.9705992
3000008,37.5748668,126.9577498
4100122,37.6090856,126.9569587
4100223,37.5769059,127.0066587
4100031,37.5828944,127.0008136
4100478,37.5744934,126.9617484
4100348,37.5702018,127.0103855
4100069,37.5824973,127.005162
4100386,37.5795518,127.013726
4100355,37.5710989,127.0138451
4100245,37.5783501,127.0034149
4100363,37.5752964,127.0188435
4100368,37.5748783,127.0178046
4100478,37.5762029,126.9620515
3005007,37.5787539,127.0151516
4100549,37.5882215,127.0004797
4100016,37.5806788,127.005623
4100478,37.5751807,126.9621096
4100226,37.5741093,127.004027
3100020,37.6075695,126.9571584
4100007,37.5729052,126.96776
4100417,37.5871606,127.0015633
4100068,37.5809379,127.0050632
4100478,37.5751007,126.9611424
4100355,37.572053,127.0142059
4100198,37.5734428,126.9901822
4100225,37.5745997,127.0040947
4100453,37.572421,127.0103795
4100442,37.5744891,127.0119968
4100436,37.5752037,127.0098681
4100359,37.5726178,127.0178741
4100386,37.5795611,127.0140661
4100137,37.5769276,126.9684452
3000008,37.5675188,126.9654213
4100031,37.5828649,127.0008576
4100439,37.5743018,127.010984
4100527,37.5802209,126.9682501
4100531,37.5810484,126.9689732
4100350,37.5731511,127.0124002
3000008,37.5706905,126.9623079
3100004,37.5804411,126.9854233
4100491,37.6106896,126.9649621
4100367,37.5745659,127.0177993
4100192,37.570401,126.9643406
4100443,37.5748257,127.0135405
4100002,37.5685085,126.9659676
4100022,37.5796051,127.0088137
4100518,37.6037542,126.9673737
4100461,37.591056,126.9637679
4100129,37.5741119,126.9625136
2100002,37.5789687,126.9685819
4100524,37.5778244,126.968618
4100531,37.5802442,126.9694784
4100533,37.5824592,126.9665617
4100272,37.5765506,126.9698334
4100518,37.6022069,126.9678343
2100002,37.5827553,126.9672333
4100479,37.5747624,126.9582207
4100453,37.5733102,127.0104485
4100483,37.5769155,126.9610075
4100445,37.576724,127.0124542
2100002,37.5840889,126.9675078
4100121,37.6128168,126.9534699
4100023,37.5785954,127.0089395
4100050,37.5770779,126.9896221
4100123,37.5754785,126.9703037
4100491,37.6103523,126.9653497
4100428,37.5821477,126.9892783
4100036,37.5844666,127.0027555
4100453,37.5727874,127.011059
4100386,37.5795383,127.014468
4100173,37.5834521,126.9966997
3100007,37.5779947,126.9797598
4100216,37.5748294,126.9916093
3100004,37.5804268,126.9852159
2100002,37.5774846,126.9692372
3100021,37.5691823,126.9968013
4100293,37.5952614,126.9648031
4100461,37.5891139,126.9631684
4100477,37.5737791,126.9590185
4100009,37.5731404,126.9706149
4100191,37.5714318,126.9653403
2100002,37.5790738,126.969277
4100025,37.5763554,127.0082027
3100021,37.5719715,127.0202629
4100163,37.5722903,126.993261
4100123,37.5754937,126.9705547
3005007,37.579337,127.0156181
4100356,37.5728093,127.0166516
3100010,37.5733899,127.0073118
4100478,37.5754588,126.9620856
4100474,37.5760474,127.0070429
4100468,37.5748668,127.0083412
4100311,37.5693536,126.9913091
4100473,37.5764203,127.006853
4100503,37.6116917,126.9729694
4100466,37.5923753,126.961083
4100276,37.5831472,126.9695212
4100496,37.6106683,126.9677063
4100079,37.589293,126.9953321
3100020,37.6066248,126.9560619
4100346,37.5703694,127.0124533
4100108,37.5777921,126.9842581
4100201,37.5774427,127.020677
4100368,37.5748184,127.0175902
4100199,37.5774109,127.0213625
3100013,37.5719564,127.013512
4100353,37.5716936,127.0149138
4100378,37.5772259,127.0136681
4100378,37.5770861,127.0138732
4100478,37.5753468,126.9620897
4100068,37.5806694,127.0049512
4100436,37.575043,127.0103092
4100436,37.5747397,127.010314
4100453,37.5764711,127.011067
4100350,37.5734459,127.0126068
4100354,37.572846,127.0133485
4100224,37.5786379,126.9818489
4100341,37.5706139,127.0121752
4100404,37.5746969,126.9994744
4100390,37.5754422,127.0140908
4100036,37.5846179,127.0026475
4100235,37.5721214,127.0071899
4100176,37.5843421,126.9967297
4100370,37.5756745,127.0201791
4100349,37.5701852,127.0142479
3100007,37.5843186,126.9817904
4100215,37.5768752,126.9842567
4100072,37.583218,127.0053796
3005003,37.577487,127.0229121
4100225,37.5750019,127.0046055
4100081,37.5908316,126.9937473
4100216,37.5763845,126.9912445
4100397,37.6065856,126.956112
3100012,37.5993798,126.9604997
3100012,37.5987921,126.9601985
4100054,37.5692777,126.9936363
3005007,37.5736894,127.0151857
4100304,37.5794628,126.9700903
4100362,37.5728838,127.0191875
4100267,37.5807223,126.9698372
4100136,37.5770317,126.9682475
4100051,37.5727417,126.9899003
4100261,37.5751237,126.9631761
3005004,37.5690371,126.9697381
4100299,37.5780559,126.9702937
4100301,37.5782341,126.9727767
4100181,37.5999514,126.9622938
4100185,37.601959,126.9589797
4100182,37.6011199,126.9630914
4100001,37.5682851,126.9653501
4100001,37.5685904,126.9654267
2100002,37.5837233,126.9670235
4100558,37.5790074,126.9734986
4100162,37.5714001,126.9753219
4100198,37.5730228,126.9903259
4100059,37.5708576,126.9929523
4100089,37.5896128,126.9935918
4100038,37.5715964,127.0026209
4100081,37.5897245,126.9944101
4100172,37.5834709,126.9979723
4100221,37.576812,127.0052239
3100007,37.5873244,126.9815174
4100192,37.571378,126.9646496
3005004,37.568795,126.9691148
4100052,37.5739176,126.9902615
4100462,37.5916319,126.9644119
4100392,37.5755007,127.0160043
4100471,37.5757362,127.0081625
3100020,37.6064462,126.960806
3100020,37.606044,126.9610076
4100107,37.5849886,126.9832866
4100341,37.5710952,127.0127751
4100102,37.5839735,126.9828993
4100101,37.5832404,126.984023
2100001,37.5706831,126.9862275
3100004,37.5789748,126.9854386
4100259,37.5717044,126.9868043
4100102,37.5825645,126.9833427
4100259,37.572162,126.9862575
4100395,37.6056403,126.9591039
4100510,37.6067216,126.9632541
4100498,37.6098941,126.9698875
4100394,37.6088889,126.9587551
4100496,37.6098204,126.9687741
4100145,37.5742865,126.9905035
4100181,37.6006397,126.9626004
4100243,37.5774235,127.0067478
4100285,37.5858531,126.9667377
3100013,37.5707417,127.0034913
4100192,37.5687344,126.9686532
4100370,37.576094,127.0197326
4100388,37.570773,127.0168701
3100003,37.5728269,126.9913266
4100057,37.5708024,126.9900892
3005007,37.5786595,127.0155704
4100476,37.5709357,126.9641363
4100476,37.5707274,126.963863
4100478,37.5734996,126.9600266
4100478,37.5736106,126.9606332
4100478,37.574604,126.9618552
4100478,37.5736489,126.9602672
4100478,37.5757074,126.9621682
4100477,37.5740039,126.959035
4100151,37.5819899,126.9820507
4100148,37.5876644,126.9820035
4100127,37.5751329,126.9628492
4100192,37.570845,126.9650572
4100453,37.5758299,127.0107517
4100360,37.5722687,126.9797768
4100301,37.5783225,126.972731
