"","road_ID","Y","X"
"19117",3000001,37.6157127,127.075881
"19263",3000001,37.6001362,127.0795675
"19267",3000001,37.6000593,127.0795757
"19598",3000001,37.5890044,127.0798593
"19689",3000001,37.5760881,127.0800365
"19781",3000001,37.6155315,127.0743908
"19888",3000001,37.5824467,127.0799782
"19925",3000001,37.6142045,127.077093
"20054",3000001,37.601915,127.0791089
"20293",3000001,37.6142213,127.0765358
"20347",3000001,37.5991732,127.0795853
"20691",3000001,37.610175,127.0780909
"20858",3000001,37.580444,127.0791056
"20916",3000001,37.604857,127.078499
"21024",3000001,37.587098,127.079739
"21031",3000001,37.6046876,127.0786834
"25379",3000001,37.540081,127.0621778
"25380",3000001,37.540008,127.0619625
"29219",3000001,37.6747376,127.054812
"29351",3000001,37.6852123,127.0541379
"30019",3000001,37.6774996,127.0556739
"30368",3000001,37.6875793,127.0562257
"30372",3000001,37.6870738,127.0557432
"30390",3000001,37.6777181,127.0556156
"30819",3000001,37.6536051,127.0655382
"31075",3000001,37.6202772,127.074366
"31176",3000001,37.677107,127.0556052
"31222",3000001,37.6726805,127.0550403
"31791",3000001,37.6795381,127.0550055
"31917",3000001,37.6777241,127.0547438
"32425",3000001,37.6483233,127.0645379
"33391",3000001,37.6224428,127.0742777
"33585",3000001,37.6755223,127.0550365
"33700",3000001,37.6280625,127.0720119
"64616",3000001,37.539664,127.0621578
"65797",3000001,37.648252,127.0621783
"67830",3000001,37.5806962,127.0792775
"68549",3000001,37.5766498,127.0800786
"68564",3000001,37.5888101,127.0798509
"68634",3000001,37.5879874,127.080185
"59841",3123025,37.4750735,127.1186118
"32",3000008,37.571681,126.9615962
"90",3000008,37.5695041,126.9639269
"492",3000008,37.5745565,126.9586142
"600",3000008,37.5677135,126.9652491
"676",3000008,37.5748668,126.9577498
"708",3000008,37.5675188,126.9654213
"714",3000008,37.5706905,126.9623079
"1069",3000008,37.5681948,126.9648246
"1112",3000008,37.5699806,126.9633266
"1273",3000008,37.569395,126.9635928
"1559",3000008,37.5679076,126.9652146
"1664",3000008,37.5702444,126.9634914
"1670",3000008,37.5695539,126.9643027
"1879",3000008,37.5712531,126.9622012
"2076",3000008,37.569647,126.9639691
"2209",3000008,37.5701542,126.9636064
"2627",3000008,37.5698684,126.9638884
"2628",3000008,37.5698091,126.9635925
"2799",3000008,37.5723651,126.9600896
"2916",3000008,37.5611523,126.9694137
"3228",3000008,37.570029,126.9638634
"3266",3000008,37.5691961,126.964283
"3756",3000008,37.5592962,126.9719903
"4138",3000008,37.5703317,126.9629508
"4246",3000008,37.5700082,126.9630747
"4298",3000008,37.5591955,126.9721029
"4351",3000008,37.5697904,126.9643762
"4465",3000008,37.5580364,126.9722691
"4687",3000008,37.5708743,126.9622099
"4854",3000008,37.5712304,126.9627531
"30917",3000008,37.6012131,126.9361645
"31085",3000008,37.6116927,126.9282682
"31339",3000008,37.5991136,126.9378923
"31875",3000008,37.6037686,126.9344094
"32138",3000008,37.6238375,126.9196969
"32313",3000008,37.5855324,126.9487231
"32351",3000008,37.5984069,126.9374142
"32391",3000008,37.6183518,126.9226866
"32412",3000008,37.6250444,126.919821
"32461",3000008,37.6097765,126.9300102
"32498",3000008,37.6382889,126.9145881
"32525",3000008,37.6177049,126.9218114
"32567",3000008,37.5987043,126.9382284
"32585",3000008,37.6031741,126.9354241
"32623",3000008,37.6117875,126.9279526
"32690",3000008,37.5691539,126.9627
"32993",3000008,37.5762221,126.9543134
"33276",3000008,37.6192948,126.9202237
"33300",3000008,37.6074185,126.9317188
"33344",3000008,37.617371,126.922219
"33504",3000008,37.606583,126.9328609
"33577",3000008,37.6132258,126.9287994
"33673",3000008,37.6236049,126.9204455
"33714",3000008,37.6201372,126.9198434
"33774",3000008,37.6030854,126.9346102
"33839",3000008,37.5644811,126.9673744
"34097",3000008,37.6063084,126.9342605
"34228",3000008,37.5858567,126.948907
"34229",3000008,37.5948517,126.9400369
"34281",3000008,37.6259507,126.9197234
"34392",3000008,37.5893447,126.9426688
"34410",3000008,37.567797,126.9644593
"34509",3000008,37.5932625,126.940635
"34602",3000008,37.5935257,126.9415294
"34615",3000008,37.5982704,126.9368771
"34628",3000008,37.6269371,126.9201405
"34644",3000008,37.5988366,126.9380125
"34649",3000008,37.5877666,126.9457536
"34788",3000008,37.5753553,126.953329
"34873",3000008,37.5828725,126.9502668
"34885",3000008,37.6004712,126.9367338
"34951",3000008,37.5926899,126.9408044
"34965",3000008,37.5682076,126.9635995
"35024",3000008,37.5981819,126.9368554
"35052",3000008,37.6060096,126.9333383
"35058",3000008,37.5995645,126.9377165
"35076",3000008,37.5745515,126.9574594
"35135",3000008,37.5769741,126.954553
"35203",3000008,37.5886657,126.9437766
"35271",3000008,37.5958608,126.9392468
"35351",3000008,37.6027671,126.9345324
"35390",3000008,37.5989413,126.9384362
"35537",3000008,37.5769602,126.9545054
"35562",3000008,37.5901519,126.9420976
"35577",3000008,37.5662316,126.9657797
"35634",3000008,37.5645751,126.9667365
"35667",3000008,37.5931703,126.941229
"35745",3000008,37.5841522,126.9494936
"35776",3000008,37.5948111,126.9409652
"35806",3000008,37.5899141,126.9433117
"35857",3000008,37.5829388,126.9494858
"35888",3000008,37.5765796,126.954291
"35958",3000008,37.5905341,126.9417911
"35961",3000008,37.5671449,126.9650712
"35983",3000008,37.5768972,126.9533947
"36029",3000008,37.5870426,126.9464666
"36040",3000008,37.5873424,126.94554
"36068",3000008,37.5876557,126.9461378
"36070",3000008,37.596107,126.9389446
"36100",3000008,37.5945781,126.940313
"36247",3000008,37.5627765,126.9683731
"36272",3000008,37.585752,126.9487076
"36289",3000008,37.5952679,126.9396898
"36315",3000008,37.5689871,126.9624938
"36355",3000008,37.5948902,126.9401032
"36358",3000008,37.5769008,126.9538828
"36367",3000008,37.5878701,126.9450537
"36375",3000008,37.5887589,126.9448615
"36376",3000008,37.5928971,126.9408716
"36522",3000008,37.5828403,126.9497329
"36606",3000008,37.5894279,126.9430146
"36645",3000008,37.5890097,126.9441142
"36679",3000008,37.5818091,126.9502557
"36734",3000008,37.5894582,126.9436522
"36768",3000008,37.5941185,126.9404415
"36887",3000008,37.5884142,126.9443652
"37017",3000008,37.5713558,126.9607217
"37090",3000008,37.5681433,126.9641801
"37132",3000008,37.5867179,126.9461359
"37213",3000008,37.5931236,126.9407117
"37309",3000008,37.5644042,126.967082
"37476",3000008,37.5799487,126.9518867
"37813",3000008,37.5666322,126.9654141
"37931",3000008,37.5848217,126.9480882
"38036",3000008,37.5771374,126.9546885
"38099",3000008,37.5796892,126.9542129
"38225",3000008,37.5936929,126.9415239
"38435",3000008,37.590644,126.9415736
"38553",3000008,37.5923071,126.9415184
"38646",3000008,37.5878124,126.9462036
"38773",3000008,37.5942974,126.9404543
"39503",3000008,37.5938003,126.9408195
"39535",3000008,37.5846779,126.9483423
"40005",3000008,37.5944057,126.9410413
"40141",3000008,37.5954219,126.9392933
"65808",3000008,37.5690754,126.9625281
"67191",3000008,37.5704835,126.9636359
"68478",3000008,37.5953578,126.9391898
"68704",3000008,37.614942,126.9265993
"69360",3000008,37.5833327,126.9502439
"69668",3000008,37.6219195,126.9232893
"69708",3000008,37.5659567,126.9662103
"69894",3000008,37.5935292,126.9407204
"70314",3000008,37.5922085,126.9416972
"43469",3000022,37.4889979,126.8358527
"43513",3000022,37.4875192,126.838942
"43781",3000022,37.5026212,126.8288471
"43789",3000022,37.5048963,126.828647
"43833",3000022,37.5022904,126.8293828
"43876",3000022,37.5006158,126.8293189
"45724",3000022,37.5017687,126.8293799
"46284",3000022,37.4976467,126.8289204
"46555",3000022,37.4873886,126.8389919
"47741",3000022,37.4943797,126.8312423
"47768",3000022,37.4877483,126.8357228
"47935",3000022,37.496407,126.8294086
"47959",3000022,37.4828254,126.8423167
"47961",3000022,37.4840194,126.8404196
"47962",3000022,37.4834692,126.841247
"47963",3000022,37.482242,126.843988
"49299",3000022,37.4879798,126.8368245
"49672",3000022,37.484095,126.8424998
"59361",3000022,37.4812002,126.8451219
"67773",3000022,37.4976947,126.829714
"69678",3000022,37.4940209,126.8377932
"32259",3112019,37.5751225,126.9340092
"33869",3112019,37.5621204,126.9281101
"33898",3112019,37.5741425,126.9350126
"34267",3112019,37.5767383,126.936053
"34543",3112019,37.5710505,126.9337774
"34579",3112019,37.5619391,126.9279074
"34774",3112019,37.591263,126.939902
"34950",3112019,37.562415,126.9280524
"35211",3112019,37.5626973,126.9283361
"35289",3112019,37.5711612,126.933867
"35447",3112019,37.5738593,126.9346525
"35457",3112019,37.5738871,126.9344276
"35581",3112019,37.5815707,126.9365694
"35891",3112019,37.5627567,126.9286217
"36060",3112019,37.5809174,126.9364647
"36462",3112019,37.5624936,126.9285785
"36553",3112019,37.5805851,126.9359378
"36610",3112019,37.5638239,126.9296143
"36729",3112019,37.5596226,126.9269709
"36903",3112019,37.5793237,126.9335552
"36979",3112019,37.5743861,126.9351891
"37091",3112019,37.5784279,126.9357412
"37469",3112019,37.5812988,126.9365649
"37656",3112019,37.5627986,126.9283238
"37695",3112019,37.5653355,126.9288565
"37763",3112019,37.586975,126.9347457
"37844",3112019,37.565931,126.9295221
"37875",3112019,37.5686631,126.9327142
"37990",3112019,37.5663418,126.9298797
"38257",3112019,37.5666568,126.9302019
"39867",3112019,37.5608043,126.9264938
"40242",3112019,37.5622501,126.9278656
"40275",3112019,37.5616413,126.9279027
"69652",3112019,37.5658145,126.9290557
"69688",3112019,37.5658101,126.9293326
"69911",3112019,37.5700627,126.9329954
"70120",3112019,37.5604504,126.9264998
"45076",3000024,37.4502333,126.9114208
"45087",3000024,37.4502263,126.9109404
"45112",3000024,37.4505314,126.9114437
"45237",3000024,37.4546868,126.8998082
"45452",3000024,37.4505282,126.909163
"45743",3000024,37.4501944,126.9103502
"46616",3000024,37.4523103,126.906846
"47425",3000024,37.4541792,126.9022571
"47566",3000024,37.4519321,126.906439
"47594",3000024,37.4550184,126.9013504
"47707",3000024,37.4515035,126.9070158
"48098",3000024,37.4502991,126.9105018
"48301",3000024,37.4513192,126.9079152
"48304",3000024,37.4501952,126.9133663
"48401",3000024,37.4501739,126.9137995
"48714",3000024,37.4541493,126.8994594
"48809",3000024,37.453167,126.9049267
"48959",3000024,37.4514162,126.9075203
"49075",3000024,37.4506461,126.9108726
"49108",3000024,37.4523963,126.9064907
"49474",3000024,37.4513899,126.9072206
"49475",3000024,37.4510022,126.9095676
"49509",3000024,37.4508249,126.910551
"49510",3000024,37.4519189,126.9078815
"49511",3000024,37.4505293,126.9090593
"49522",3000024,37.4523019,126.9075845
"49794",3000024,37.4499898,126.9120675
"50064",3000024,37.4507392,126.9106444
"51358",3000024,37.4532487,126.9047918
"51409",3000024,37.4517057,126.907848
"67671",3000024,37.4505263,126.9098513
"39207",2000003,37.5069057,126.8435908
"40371",2000003,37.5278075,126.8331888
"41073",2000003,37.5144907,126.8399515
"42079",2000003,37.5599072,126.8082295
"42174",2000003,37.5458298,126.822562
"42994",2000003,37.5235523,126.8344879
"43252",2000003,37.5595417,126.8080245
"43254",2000003,37.5453862,126.8191236
"43660",2000003,37.5515057,126.8158398
"43805",2000003,37.4921481,126.8718177
"43881",2000003,37.5499725,126.8179578
"45082",2000003,37.4777923,126.896018
"45502",2000003,37.4789265,126.8945653
"46845",2000003,37.4806205,126.9098452
"47122",2000003,37.4791579,126.9018608
"47249",2000003,37.4879219,126.8770762
"47701",2000003,37.4795099,126.902982
"47919",2000003,37.4782272,126.8942298
"49943",2000003,37.4790992,126.9015394
"49944",2000003,37.4778997,126.8977949
"50021",2000003,37.4768147,126.9772538
"51408",2000003,37.4825336,126.8942407
"51549",2000003,37.4760094,126.9759502
"51674",2000003,37.4820202,126.9438946
"51902",2000003,37.4768188,126.9762133
"51911",2000003,37.480087,126.9403221
"52259",2000003,37.4773351,126.9639233
"53096",2000003,37.4823317,126.9154248
"53234",2000003,37.4822446,126.9478149
"53292",2000003,37.4836813,126.9291652
"53323",2000003,37.4762664,126.9799877
"53821",2000003,37.4766314,126.9757863
"53876",2000003,37.4837299,126.9238036
"53961",2000003,37.4842137,126.9267652
"53984",2000003,37.4836286,126.9289598
"54027",2000003,37.4837372,126.9276976
"54131",2000003,37.4751628,126.9686472
"54136",2000003,37.4827114,126.9212251
"54153",2000003,37.4854103,126.9359566
"54154",2000003,37.4819825,126.9442975
"54162",2000003,37.4849898,126.9370034
"54163",2000003,37.4847783,126.9374767
"54629",2000003,37.4836334,126.9225371
"54704",2000003,37.4837023,126.9291441
"54727",2000003,37.4826623,126.943563
"54822",2000003,37.4847125,127.0388238
"54849",2000003,37.4839885,126.9249432
"54950",2000003,37.4822085,126.9482092
"55120",2000003,37.4799966,126.955242
"55141",2000003,37.4843118,126.9283933
"55175",2000003,37.4774179,126.9637726
"55190",2000003,37.4764284,126.9768186
"55248",2000003,37.4828278,126.9421712
"55300",2000003,37.4839734,126.9241556
"55339",2000003,37.4844615,126.9381209
"55429",2000003,37.481761,126.9155258
"55612",2000003,37.4839258,126.9250883
"55800",2000003,37.4807836,126.9550203
"55824",2000003,37.4834763,126.9279036
"55896",2000003,37.4825266,126.9449784
"55973",2000003,37.4842673,126.9244828
"56008",2000003,37.4810835,126.9542151
"56065",2000003,37.4750395,126.9689613
"56076",2000003,37.4757845,126.9683863
"56146",2000003,37.480636,126.909921
"56163",2000003,37.4852002,126.9363467
"56174",2000003,37.4818472,126.9453158
"56352",2000003,37.4787426,127.0081297
"56396",2000003,37.4838845,126.9240333
"56424",2000003,37.4820315,126.9478889
"56542",2000003,37.4822484,126.9480847
"56596",2000003,37.4848341,126.9373145
"56693",2000003,37.4817043,126.946784
"56807",2000003,37.4819031,126.9450646
"56861",2000003,37.4749054,126.9882155
"56907",2000003,37.4798103,126.9016953
"56920",2000003,37.4786871,126.958517
"56969",2000003,37.4835032,126.9251598
"57018",2000003,37.4826278,126.9207797
"57164",2000003,37.4814265,126.9537101
"57276",2000003,37.4762561,126.9804724
"57409",2000003,37.4820985,126.9492293
"57556",2000003,37.4797477,126.9013407
"57616",2000003,37.4818122,126.9457213
"57714",2000003,37.4846297,127.0382953
"57732",2000003,37.4839982,126.9245814
"57780",2000003,37.483577,126.9222509
"57837",2000003,37.4785418,127.0073999
"57909",2000003,37.4819946,126.9440081
"57912",2000003,37.4799814,126.9574475
"57915",2000003,37.4821492,126.9176558
"57987",2000003,37.4853353,126.9359464
"58009",2000003,37.4769863,126.9643543
"58016",2000003,37.4841171,127.028619
"58063",2000003,37.4843368,126.9291786
"58089",2000003,37.4850854,127.0378983
"58132",2000003,37.4819004,126.9162801
"58184",2000003,37.4820645,127.0164426
"58204",2000003,37.4813259,126.9543016
"58289",2000003,37.4818189,126.9455576
"58430",2000003,37.4797779,126.9576222
"58460",2000003,37.4832293,126.9408919
"58549",2000003,37.4827053,127.0182133
"58571",2000003,37.4771185,127.0040762
"58910",2000003,37.4765008,127.0039321
"59088",2000003,37.4846551,127.0328211
"59184",2000003,37.4808275,127.0123845
"59284",2000003,37.4848487,127.0394753
"59409",2000003,37.4831464,126.9410258
"59432",2000003,37.4812871,126.9540593
"59888",2000003,37.4838128,126.9279444
"59956",2000003,37.4822804,126.947448
"60141",2000003,37.4795552,127.0115445
"60181",2000003,37.4749378,127.000383
"60631",2000003,37.4839018,126.9240815
"60637",2000003,37.4835133,127.0238816
"60687",2000003,37.4818715,126.9451847
"60882",2000003,37.4838551,126.9394815
"60896",2000003,37.4843723,126.9271941
"60897",2000003,37.4844234,126.9275173
"60898",2000003,37.4844836,126.9279052
"60975",2000003,37.4925355,127.0709113
"61844",2000003,37.4971641,127.0751252
"61850",2000003,37.4845231,127.0364827
"62289",2000003,37.4767356,126.9830992
"62463",2000003,37.4846473,127.0391736
"67486",2000003,37.4787072,126.891241
"67488",2000003,37.4782258,126.893933
"69147",2000003,37.4820185,126.9169194
"70337",2000003,37.4750955,126.9699902
"70415",2000003,37.4821451,126.9480443
"70483",2000003,37.478627,126.9606628
"70492",2000003,37.4816778,126.9118792
"70655",2000003,37.4776787,126.9630787
"70666",2000003,37.476491,126.9846885
"70738",2000003,37.4751505,127.0008653
"40125",3005069,37.5439386,126.8430992
"40991",3005069,37.5392309,126.8313253
"41460",3005069,37.5477152,126.8462899
"41869",3005069,37.5413841,126.8415593
"41874",3005069,37.5398795,126.8346492
"41889",3005069,37.5499665,126.8484484
"41898",3005069,37.5474951,126.8444948
"41955",3005069,37.5414664,126.8417217
"42180",3005069,37.5498607,126.8473914
"42221",3005069,37.5417555,126.8422523
"42287",3005069,37.5547506,126.8523011
"42341",3005069,37.5544402,126.8511434
"42430",3005069,37.5569109,126.853313
"42482",3005069,37.5494814,126.8480287
"42637",3005069,37.5424536,126.8427447
"42863",3005069,37.5474407,126.8448233
"42995",3005069,37.5395194,126.8278521
"43206",3005069,37.5575392,126.8495755
"43219",3005069,37.5409707,126.8391492
"43287",3005069,37.5392553,126.8319983
"43856",3005069,37.5474512,126.8451259
"44156",3005069,37.5415707,126.8415084
"44293",3005069,37.5420938,126.8424089
"44341",3005069,37.5471517,126.8451911
"44410",3005069,37.5402078,126.8345487
"44791",3005069,37.5570577,126.8533951
"44860",3005069,37.5447338,126.8435188
"46337",3005069,37.545154,126.8438972
"67991",3005069,37.5427859,126.8432739
"70003",3005069,37.5431165,126.8423412
"70139",3005069,37.5428807,126.8421188
"43651",3000028,37.4924476,126.8346765
"43717",3000028,37.4896822,126.8242878
"43744",3000028,37.494048,126.8403825
"43831",3000028,37.4916371,126.8332421
"43917",3000028,37.4910997,126.8328628
"43920",3000028,37.4940085,126.8402085
"43959",3000028,37.4946138,126.8415729
"45269",3000028,37.5066355,126.8834037
"45485",3000028,37.4893579,126.8256759
"45535",3000028,37.4964738,126.8458548
"45672",3000028,37.4944396,126.8406168
"45682",3000028,37.4969109,126.8528343
"45711",3000028,37.4954316,126.8415375
"45722",3000028,37.5040613,126.8821092
"45731",3000028,37.496688,126.8464147
"45788",3000028,37.4974936,126.8558939
"45805",3000028,37.4971858,126.8459384
"45829",3000028,37.5074764,126.885775
"45921",3000028,37.5025492,126.8800304
"46037",3000028,37.4966198,126.8463026
"46092",3000028,37.4968571,126.8451727
"46401",3000028,37.4995707,126.8667829
"46488",3000028,37.5014879,126.878655
"46492",3000028,37.4964179,126.8460698
"46544",3000028,37.4997183,126.857373
"46606",3000028,37.4969565,126.8559772
"46778",3000028,37.5149822,126.9030308
"46840",3000028,37.5114614,126.8923203
"46866",3000028,37.5061584,126.8852463
"47108",3000028,37.4982122,126.8527553
"47585",3000028,37.4972357,126.8481377
"47662",3000028,37.4958025,126.8425187
"47812",3000028,37.4975994,126.8636696
"47848",3000028,37.5073805,126.8853439
"48003",3000028,37.4980773,126.853084
"48008",3000028,37.506915,126.8844027
"48113",3000028,37.5070995,126.8844361
"48171",3000028,37.4957896,126.8421864
"48514",3000028,37.5159999,126.9042226
"48633",3000028,37.5180604,126.9106264
"49001",3000028,37.4965715,126.8460883
"49042",3000028,37.515186,126.9037895
"49058",3000028,37.5063242,126.8853694
"49168",3000028,37.5175632,126.9093702
"49183",3000028,37.5176927,126.9114138
"49210",3000028,37.5152244,126.9041299
"49381",3000028,37.5157953,126.9052788
"49382",3000028,37.5158227,126.905736
"49383",3000028,37.5161183,126.9047046
"49818",3000028,37.5130114,126.8960241
"49961",3000028,37.4910027,126.8252376
"50127",3000028,37.5148939,126.9014251
"50868",3000028,37.5153928,126.903201
"50869",3000028,37.5156877,126.9035673
"51094",3000028,37.5162249,126.9050484
"52334",3000028,37.5179247,126.9127029
"52832",3000028,37.5170004,126.9079264
"52872",3000028,37.5172539,126.9083631
"65665",3000028,37.506954,126.884923
"67517",3000028,37.5017591,126.878625
"67636",3000028,37.4985451,126.85114
"67937",3000028,37.5183307,126.9113032
"70296",3000028,37.5178289,126.9116974
"43567",2209001,37.5829192,126.7974024
"43581",2209001,37.5821915,126.7986
"40392",3115001,37.5448064,126.8368758
"40436",3115001,37.5592563,126.8380957
"40534",3115001,37.5664098,126.8398471
"40559",3115001,37.5502124,126.8351219
"40605",3115001,37.5458162,126.8370908
"41054",3115001,37.5721899,126.8415052
"41190",3115001,37.5579513,126.8376643
"41210",3115001,37.5617828,126.838546
"41860",3115001,37.5596565,126.8382249
"41972",3115001,37.553747,126.8371199
"42027",3115001,37.5543297,126.8365136
"42066",3115001,37.5553827,126.8368472
"42109",3115001,37.5699214,126.8412131
"42169",3115001,37.5311747,126.8465369
"42195",3115001,37.5509729,126.842616
"42208",3115001,37.570371,126.8411695
"42213",3115001,37.5566616,126.8372531
"42222",3115001,37.5500957,126.8350484
"42254",3115001,37.5712263,126.8411908
"42389",3115001,37.5411399,126.8403415
"42408",3115001,37.5657768,126.8409144
"42440",3115001,37.5702479,126.8422793
"42462",3115001,37.538913,126.8427945
"42466",3115001,37.5716673,126.8412645
"42481",3115001,37.5724144,126.8418866
"42555",3115001,37.5714823,126.8409961
"42587",3115001,37.540949,126.840698
"42618",3115001,37.5493817,126.8352875
"42668",3115001,37.5534494,126.8362256
"42680",3115001,37.5614678,126.8395274
"42860",3115001,37.5454174,126.8374764
"43312",3115001,37.5320373,126.8468962
"43353",3115001,37.5542579,126.8372799
"43458",3115001,37.5619392,126.8396809
"43462",3115001,37.5623917,126.8398261
"43532",3115001,37.5330235,126.8453759
"43629",3115001,37.550154,126.8359927
"43639",3115001,37.5438682,126.8387429
"44035",3115001,37.5508197,126.8355051
"44419",3115001,37.5713833,126.8410524
"44491",3115001,37.5693791,126.8411905
"44556",3115001,37.5319937,126.8459158
"44606",3115001,37.5548735,126.8366869
"44913",3115001,37.5450426,126.836663
"44947",3115001,37.5662138,126.8392881
"46543",3115001,37.5604968,126.8402287
"46666",3115001,37.5452929,126.8374851
"48005",3115001,37.562678,126.8383032
"69538",3115001,37.5448358,126.8375577
"69797",3115001,37.5427034,126.8389868
"70259",3115001,37.5474934,126.8359385
"46628",3118022,37.5194198,126.9063597
"47078",3118022,37.51522,126.9178555
"47105",3118022,37.520204,126.9028609
"48370",3118022,37.5215325,126.8966307
"48560",3118022,37.5214993,126.8964193
"48897",3118022,37.5132032,126.9219864
"49325",3118022,37.5205986,126.9020009
"49357",3118022,37.5226418,126.8895822
"49458",3118022,37.5237472,126.8821446
"49894",3118022,37.5129665,126.9230751
"49896",3118022,37.5136424,126.9199537
"50569",3118022,37.5133176,126.9212265
"50726",3118022,37.514214,126.9202258
"50806",3118022,37.5237772,126.8819372
"50920",3118022,37.5159753,126.9176988
"51071",3118022,37.5124902,126.924447
"51200",3118022,37.5202331,126.904209
"51260",3118022,37.5194956,126.9060081
"51274",3118022,37.5142288,126.9199649
"51655",3118022,37.5225096,126.8906824
"51759",3118022,37.5135632,126.9200732
"51999",3118022,37.5228327,126.8882229
"52227",3118022,37.5133868,126.9230611
"52762",3118022,37.5181131,126.9035179
"53018",3118022,37.5131872,126.921506
"55272",3118022,37.5142253,126.9194717
"55412",3118022,37.5229869,126.8830835
"67565",3118022,37.51999,126.9061598
"67706",3118022,37.5184462,126.9107578
"67824",3118022,37.518525,126.9105795
"69842",3118022,37.5136453,126.9223415
"70035",3118022,37.5206841,126.9016026
"4598",3102004,37.525529,126.967193
"5044",3102004,37.5259714,126.9664516
"5202",3102004,37.5289111,126.9906375
"5416",3102004,37.5217024,126.9977852
"5420",3102004,37.5231702,126.9702293
"5926",3102004,37.5232122,126.9695052
"6988",3102004,37.5250746,126.967957
"7240",3102004,37.5216011,126.9978583
"7484",3102004,37.5252218,126.96771
"9401",3102004,37.5253839,126.9674372
"10944",3102004,37.5258106,126.9651617
"64282",3102004,37.5256688,126.9669576
"64620",3102004,37.5231781,126.9699135
"6604",3103010,37.5407851,127.0485616
"6758",3103010,37.5383712,127.0578607
"6835",3103010,37.5395648,127.0462648
"7768",3103010,37.5387393,127.0561819
"8199",3103010,37.537876,127.0573661
"8405",3103010,37.5329929,127.0774699
"8421",3103010,37.5379419,127.0572444
"8436",3103010,37.531385,127.0837561
"8638",3103010,37.5355379,127.066795
"9013",3103010,37.5385249,127.0555516
"9696",3103010,37.5394295,127.0542872
"9719",3103010,37.5378818,127.0580864
"9744",3103010,37.5390968,127.0545893
"9827",3103010,37.5386267,127.0563619
"9831",3103010,37.5402878,127.0489716
"10142",3103010,37.5396809,127.0510363
"10145",3103010,37.5328892,127.0874607
"10146",3103010,37.5317638,127.0817717
"10396",3103010,37.5366295,127.0639283
"10469",3103010,37.5395649,127.0513407
"10581",3103010,37.537906,127.0577548
"10613",3103010,37.5325841,127.0781721
"10628",3103010,37.5319357,127.0802849
"10746",3103010,37.5386095,127.0572636
"10846",3103010,37.539737,127.0505783
"10895",3103010,37.5321132,127.0789306
"11060",3103010,37.5416245,127.0475946
"11776",3103010,37.5413106,127.0474383
"12190",3103010,37.5365335,127.0642739
"12361",3103010,37.5313766,127.0812461
"12604",3103010,37.5329643,127.0863003
"12643",3103010,37.5331774,127.086798
"12685",3103010,37.5334371,127.0873608
"12686",3103010,37.5332176,127.0884396
"12778",3103010,37.5312837,127.0821087
"12882",3103010,37.5328865,127.086958
"12994",3103010,37.5365467,127.0624543
"13011",3103010,37.5316859,127.0832942
"13062",3103010,37.5333332,127.0870666
"13094",3103010,37.5313064,127.0818374
"13099",3103010,37.5330609,127.0879006
"13118",3103010,37.5353216,127.0679226
"13145",3103010,37.5371133,127.0631757
"13482",3103010,37.5343554,127.076339
"13731",3103010,37.5318012,127.0815431
"13760",3103010,37.5369992,127.0630726
"14039",3103010,37.5331383,127.0881665
"14085",3103010,37.5318331,127.0845013
"14112",3103010,37.5313124,127.0815412
"14501",3103010,37.5331155,127.0866382
"14700",3103010,37.5371454,127.0625411
"64210",3103010,37.5323483,127.0789182
"64254",3103010,37.5355939,127.0680379
"64298",3103010,37.5379648,127.0569078
"64357",3103010,37.5390322,127.0551464
"64858",3103010,37.5355379,127.0670753
"49538",3118028,37.5105455,126.9290332
"50884",3118028,37.4976684,126.9178881
"51065",3118028,37.5057076,126.9222691
"51110",3118028,37.5050496,126.9220009
"51182",3118028,37.4971443,126.915754
"51277",3118028,37.5020475,126.9207795
"51418",3118028,37.4972626,126.9156715
"52064",3118028,37.5040094,126.9184755
"52929",3118028,37.5052416,126.9229761
"55985",3118028,37.4959689,126.9128029
"45175",3117009,37.476659,126.909187
"45313",3117009,37.4767306,126.9077051
"45510",3117009,37.4769395,126.9071855
"46715",3117009,37.476868,126.9095885
"46843",3117009,37.4760429,126.9042723
"47149",3117009,37.4773375,126.9103486
"47337",3117009,37.4766128,126.9096643
"47407",3117009,37.4764767,126.9077464
"47434",3117009,37.4767559,126.9099258
"47578",3117009,37.4762591,126.9060432
"47700",3117009,37.4769053,126.9102014
"48697",3117009,37.4765822,126.9055854
"48982",3117009,37.4769966,126.9076362
"49064",3117009,37.4769778,126.9086176
"51099",3117009,37.476832,126.9063545
"53196",3117009,37.4772322,126.9127323
"53230",3117009,37.4787339,126.9252459
"53347",3117009,37.4787674,126.9295863
"53366",3117009,37.4776782,126.9171707
"53369",3117009,37.4793896,126.9273696
"54914",3117009,37.4790343,126.9277948
"54927",3117009,37.4783217,126.9219209
"55180",3117009,37.4792636,126.9250568
"56300",3117009,37.4787581,126.9253573
"56304",3117009,37.4792923,126.9267762
"57579",3117009,37.4789081,126.9265339
"57695",3117009,37.4795754,126.9285193
"57751",3117009,37.4791261,126.9249445
"67310",3117009,37.4771763,126.9100381
"67470",3117009,37.4771746,126.909039
"70355",3117009,37.4795198,126.9265933
"7304",2102004,37.5292189,127.0111897
"56977",2121001,37.4982962,126.9895468
"57708",2121001,37.5026031,127.0162563
"57713",2121001,37.5036058,127.0193599
"58360",2121001,37.5015062,127.0046988
"58364",2121001,37.4989023,126.9913928
"59299",2121001,37.5027758,127.0196752
