기간,구분,행주대교,방화대교,가양대교,성산대교,양화대교,서강대교,마포대교,원효대교,한강대교,동작대교,반포대교,잠수교,한남대교,동호대교,성수대교,영동대교,청담대교,잠실대교,올림픽대교,천호대교,광진교,강동대교,성산로(금화터널),사직로(사직터널),자하문로(자하문터널),대사관로(삼청터널),율곡로(안국역),창경궁로(서울여자대학교),대학로(한국방송통신대학교),종로(동묘앞역),퇴계로(신당역),동호로(장충체육관),장충단로(장충단공원),퇴계로(회현역),세종대로(서울역),새문안로(서울역사박물관),종로(종로3가역),서소문로(시청역),세종대로(시청역2),을지로(을지로3가역),칠패로(숭례문),남산1호터널,남산2호터널,남산3호터널,소월로(회현역),소파로(숭의여자대학교),진흥로(구기터널),평창문화로(북악터널),동호로(금호터널),망우로(망우리공원),경춘북로(중랑경찰서),천호대로(군자교),화랑로(상월곡역),동소문로(길음교사거리),화랑로(화랑대역),도봉로(쌍문역),동일로(노원역),송파대로(복정역),위례중앙로(송파IC),분당-수서로(성남시계),통일로(산골고개정류장),양재대로(양재IC),성산로(연희IC),시흥대로(석수역),금오로(광명시계),오리로(광명시계),연희로(연희IC),광명대교(광명시계),철산교(광명시계),금천교(광명시계),금하로(광명시계),남부순환로(화곡로입구 교차로),화곡로(화곡로입구),경인고속국도(신월IC),경인로(유한공고),신정로(작동터널),김포대로(개화교),강서로(화곡터널),통일로(고양시계),경인로(오류IC),경인로(거리공원입구교차로),영등포로(오목교)
2016,구분,102400,8999,123403,174232,141548,59763,128126,64239,107910,67441,112409,14389,217618,83623,139449,135367,129879,101062,69530,90244,,29838,74293,85208,37613,12850,61059,47131,,64337,60344,70822,59308,37535,73057,67621,73397,55553,89265,37822,,73876,27080,42068,,34566,58154,144126,24672,38269,45867,59574,115353,107219,79746,171845,230081,,,113394,85637,,31548,,11401,31210,29445,36119,50949,,41467,39875,44178,175758,42143,,52765,89705,52174,44575,47819,257634
