"","PARKING_CODE","PARKING_NAME","ADDR","CAPACITY","PAY_NM","LAT","LNG","RATES","TIME_RATE","ADD_RATES","ADD_TIME_RATE"
"927","1510322","성산로(시)","마포구 성산동 117-1 (모래내로 고가차로 하부 ~ 성산2교 버스정류","8","무료","37.56587534","126.91369911","0","0","0","0"
"935","172120","성수1가1동(건물)(구)","성동구 성수동1가 656-260","96","유료","37.53996228","127.04638485","100","5","100","5"
"936","172134","성수2가1동 (건물)(구)","성동구 성수동2가 571-1","165","유료","37.53716718","127.05619675","100","5","100","5"
"937","172130","성수2가3동 (건물)(구)","성동구 성수동2가 299-19","198","유료","37.54913662","127.05519826","100","5","100","5"
"938","1536445","성수2가3동거주자우선주차장(구)","성동구 성수동2가 277-43","232","유료","37.54402022","127.0608514","250","5","250","5"
"9462","1548628","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","2","유료","37.51172262","126.92259737","500","10","500","10"
"9481","1551398","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","10","유료","37.51182089","126.92267167","500","10","500","10"
"958","1544943","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","5","유료","37.51166233","126.92325989","500","10","500","10"
"963","1543100","세우빌딩 앞노상주차장(구)","영등포구 여의도동 10-0","13","유료","37.53055801","126.92588891","1000","10","1000","10"
"976","1451795","세운상가밑(구)","종로구 장사동 116-3","34","유료","37.56917369","126.99503625","1000","10","1000","10"
"10","1527454","세일철강~LG전자연구소(구)","금천구 가산동 319-15","28","유료","37.47228828","126.88511096","500","10","500","10"
"382","171975","손기정체육공원 공영주차장(구)","중구 만리동2가 6-1","162","유료","37.55559696","126.96497303","150","5","150","5"
"391","1515153","송림 기사식당길 공영주차장(A)(구)","광진구 자양동 227-1","45","유료","37.53538816","127.07620852","200","5","200","5"
"84","1516130","송림 기사식당길 공영주차장(A)(구)","광진구 자양동 794-0","39","유료","37.53406828","127.07606992","200","5","200","5"
"1231","1575872","송림기사식당길(B) 공영주차장(구)","광진구 자양동 584-11","8","유료","37.53124659","127.07498495","200","5","200","5"
"131","1575863","송림기사식당길(B) 공영주차장(구)","광진구 자양동 601-5","9","유료","37.5321987","127.07552315","200","5","200","5"
"140","1366504","송정동(건물)(구)","성동구 송정동 68-57","122","유료","37.549976","127.0680728","100","5","100","5"
"1411","172550","송중동 공영주차장(구)","강북구 미아동 48-1","53","유료","37.61165492","127.03363616","200","5","200","5"
"1421","1034345","송중동(임시)공영주차장(구)","강북구 미아동 860-123","6","유료","37.61105539","127.03349783","200","5","200","5"
"1432","1366791","송천동공영주차장(구)","강북구 미아동 439-138","59","유료","37.61458475","127.0251644","150","5","150","5"
"1442","1441397","송파근린공원(구)","송파구 송파동 113-2","324","유료","37.50590513","127.10979617","150","5","150","5"
"1452","173877","송파동 공영주차장(구)","송파구 송파동 128-0","85","유료","37.50704487","127.11336408","50","5","50","5"
"146","173679","송파체비치 주차장(구)","송파구 송파동 148-2","40","유료","37.5063385","127.11789217","50","5","50","5"
"147","1384008","송화골목 전통시장 고객주차장(구)","강서구 내발산동 720-4","24","유료","37.54910323","126.83465308","250","5","250","5"
"148","1453862","수락산디자인서울거리(구)","노원구 상계동 996-2","71","유료","37.67450283","127.05955087","150","5","0","0"
"219","172643","수색동공영주차장(구)","은평구 수색동 78-2","111","유료","37.58049896","126.89893152","100","5","100","5"
"220","1575653","수색로(시)","서대문구 남가좌동 293-3","10","무료","37.56959993","126.91462732","0","0","0","0"
"230","1034344","수유2동 공영주차장(구)","강북구 수유동 660-30","62","유료","37.64603214","127.02190809","150","5","150","5"
"231","1366795","수유동쌈지마당공영주차장(구)","강북구 수유동 612-6","19","유료","37.63207449","127.02361923","250","5","250","5"
"2321","1439690","수유마을시장 공영주차장(구)","강북구 수유동 55-53","116","유료","37.63066419","127.02184586","100","5","100","5"
"2331","1366792","수유일공원공영주차장(구)","강북구 수유동 605-407","91","유료","37.63061186","127.01743071","200","5","200","5"
"234","1451386","숭인상가아파트 이륜전용주차장(구)","종로구 숭인동 204-14","6","무료","37.57207315","127.0206907","0","0","0","0"
"2402","171810","숭인제3공영주차장(구)","종로구 숭인동 227-8","27","유료","37.57328256","127.01893273","400","5","400","5"
"2411","172459","시네마빌딩공영주차장(구)","성북구 돈암동 538-59","100","유료","37.59916723","127.01474097","150","5","150","5"
"2421","173488","시민의숲동측(양재천주차장 포함) 공영주차장(구)","서초구 양재동 237-0","148","유료","37.4723039","127.03822651","500","10","500","10"
"2431","172562","시범 공영주차장(구)","강북구 수유동 190-11","45","유료","37.64005648","127.02595849","250","5","250","5"
"2441","1371688","시설관리공단 청사 주차장(구)","양천구 목동 919-5","22","유료","37.53034734","126.87136627","150","5","150","5"
"2451","1440587","시흥 4동 (삼성)공영주차장(구)","금천구 시흥동 171-1","51","유료","37.45459691","126.90901165","65","5","65","5"
"2461","1440586","시흥 4동 공용주차장(구)","금천구 시흥동 704-56","124","유료","37.4594198","126.90871246","65","5","65","5"
"2471","173141","시흥1동 공영주차장(구)","금천구 시흥동 555-3","82","유료","37.45065167","126.89672588","65","5","",""
"2481","173153","시흥3동 공영주차장(구)","금천구 시흥동 942-6","44","유료","37.44294835","126.90574806","65","5","65","5"
"2491","1398740","신교공영(구)","종로구 신교동 66-0","158","유료","37.58411794","126.9698478","150","5","150","5"
"2501","1441353","신구초교(구)","강남구 신사동 550-11","194","유료","37.52309456","127.02429256","300","5","300","5"
"2511","173299","신길4동1마을공원지하공영(구)","영등포구 신길동 232-20","130","유료","37.50718232","126.91174763","50","5","50","5"
"2521","1448767","신길6동공영(구)","영등포구 신길동 3203-0","132","유료","37.50246528","126.91114553","50","5","50","5"
"253","173196","신길역사(1호선)(구)","영등포구 신길동 54-2","25","유료","37.51600191","126.91747003","100","5","100","5"
"254","173150","신길환승(5호선)(구)","영등포구 영등포동1가 35-0","88","유료","37.51775234","126.91460391","100","5","100","5"
"255","1579098","신답고가 주변(구)","동대문구 답십리동 530-6","22","유료","37.57023162","127.05003195","500","10","500","10"
"2771","1041839","신당동 공영주차장(구)","중구 신당동 300-11","24","유료","37.56204618","127.01442718","250","5","250","5"
"278","171965","신당사거리공영주차장(구)","중구 신당동 110-1","45","유료","37.56512357","127.0170201","250","5","250","5"
"279","171931","신당역공영주차장(구)","중구 신당동 140-29","26","유료","37.56535145","127.02069649","250","5","250","5"
"280","984617","신도림역환승주차장(구)","구로구 구로동 1-4","65","유료","37.50733447","126.89165319","100","5","100","5"
"281","1033590","신림동공영주차장(구)","관악구 신림동 1456-3","191","유료","37.48736246","126.92343415","250","5","250","5"
"282","1059009","신사동 제1공영주차장(구)","관악구 신림동 511-1","41","유료","37.48444431","126.91546097","50","5","50","5"
"283","1247636","신설동(시)","동대문구 신설동 114-29","102","유료","37.57252061","127.02425684","150","5","150","5"
"284","1515180","신성시장길공영노상주차장(구)","광진구 중곡동 83-16","9","유료","37.55716645","127.09023332","250","5","250","5"
"293","1515916","신성시장길공영노상주차장(구)","광진구 중곡동 88-21","26","유료","37.55524732","127.09294789","250","5","250","5"
"3191","1575375","신성시장길노상공영주차장(구)","광진구 구의동 558-11","4","유료","37.5546375","127.09389588","250","5","250","5"
"323","1576989","신영시장 공동주차장(구)","양천구 신월동 114-16","23","유료","37.53302124","126.83625423","150","5","150","5"
"3241","172983","신우주차장(구)","양천구 신월동 166-23","107","유료","37.53444512","126.8285528","50","5","50","5"
"325","1542472","신월1동저지복개1구역(구)","양천구 신월동 228-1","56","유료","37.52854568","126.83854251","300","10","300","10"
"381","1542490","신월1동저지복개2구역(구)","양천구 신월동 90-1","40","유료","37.5352811","126.83441263","300","10","300","10"
"421","1542485","신월5동복개주차장(구)","양천구 신월동 53-2","63","유료","37.53652464","126.82876591","300","10","300","10"
"484","1579328","신일피혁주변(구)","동대문구 장안동 480-9","17","유료","37.56528749","127.06787673","500","10","0","0"
"5011","1542514","신정1,3동 복개(구)","양천구 신정동 1031-0","139","유료","37.52034847","126.85379893","300","10","300","10"
"517","172907","망원1-1 공영주차장(구)","마포구 망원동 418-39","68","유료","37.55602414","126.90004655","1000","60","500","30"
"5182","1247678","망원1-2 공영주차장(구)","마포구 망원동 403-2","150","유료","37.55558459","126.90587312","100","5","100","5"
"5191","172943","망원2-1 공영주차장(구)","마포구 망원동 428-5","62","유료","37.55778757","126.9015162","1000","60","500","30"
"5201","1366575","망원동 노외 공영주차장(구)","마포구 망원동 478-10","13","유료","37.55955925","126.90660108","100","5","100","5"
"521","1412826","매바위공영주차장(구)","은평구 응암동 747-8","80","유료","37.58652245","126.92108714","100","5","100","5"
"549","804444","면목2동공영주차장(구)","중랑구 면목동 146-1","199","유료","37.58795027","127.08085785","100","5","100","5"
"550","172378","면목5동공영주차장(구)","중랑구 면목동 162-22","67","유료","37.58296438","127.08007497","100","5","100","5"
"551","1417234","면목초교주자창(구)","중랑구 면목동 192-1","82","유료","37.58919215","127.07579481","100","5","100","5"
"552","171778","명광교회공영주차장(구)","종로구 명륜3가 12-0","8","유료","37.58674057","126.99647565","250","5","250","5"
"553","1575634","모래내로1(시)","서대문구 남가좌동 84-2","11","무료","37.57672401","126.92814325","0","0","0","0"
"5641","1575644","모래내로2(시)","서대문구 남가좌동 84-2","11","무료","37.57386114","126.92370712","0","0","0","0"
"575","1526113","모아래5길~천주교성당뒤(구)","금천구 가산동 237-123","1","유료","37.47321653","126.89070007","1500","30","500","10"
"576","1527134","모아래5길~천주교성당뒤(구)","금천구 가산동 237-123","11","유료","37.473489","126.89075107","500","10","500","10"
"587","1528242","모아래5길~천주교성당뒤(구)","금천구 독산동 336-3","25","유료","37.47097013","126.89025448","500","10","500","10"
"612","172916","목2동 월촌(구)","양천구 목동 525-0","79","유료","37.54595116","126.87462298","50","5","50","5"
"613","172952","목3동 해운주차장(구)","양천구 목동 711-6","64","유료","37.54193427","126.86513021","50","5","50","5"
"6141","172904","목동공영주차장(구)","양천구 목동 915-0","1022","유료","37.52769446","126.87805665","150","5","150","5"
"615","1371690","목동타운홀(구)","양천구 목동 905-21","25","유료","37.53292894","126.87687749","300","10","300","10"
"616","171901","묵정공원지하 공영주차장(구)","중구 충무로5가 21-0","502","유료","37.56379141","126.99979555","400","5","400","5"
"617","1554299","묵중안공영주차장(구)","중랑구 중화동 250-39","194","유료","37.60516865","127.07738306","250","5","250","5"
"8111","173184","문래근린공원공영(구)","영등포구 문래동3가 60-2","50","유료","37.51544615","126.89379467","250","5","250","5"
"8121","173185","문래동공영(구)","영등포구 문래동5가 3-0","60","유료","37.51631443","126.8877957","150","5","150","5"
"813","1547874","문래동주민센터 앞 노상주차장(구)","영등포구 문래동3가 55-16","13","유료","37.5168413","126.90011724","500","10","500","10"
"826","1372154","문정 공영주차장(구)","송파구 문정동 2-5","101","유료","37.49122464","127.13469292","100","5","100","5"
"827","173673","문정근린공원(구)","송파구 문정동 38-3","286","유료","37.48599491","127.12464869","150","5","150","5"
"828","171956","문화공영주차장(구)","중구 신당동 425-1","31","유료","37.55654107","127.01096085","150","5","150","5"
"8291","1040348","문화회관 지하주차장(구)","양천구 신정동 322-0","93","유료","37.51655891","126.86329776","150","5","150","5"
"8301","172914","문화회관동측(구)","양천구 신정동 322-5","80","유료","37.51706546","126.86384249","150","5","150","5"
"8311","172902","문화회관서측(구)","양천구 신정동 323-25","23","유료","37.51635934","126.86255573","150","5","150","5"
"8321","172874","미근동노외(시)","서대문구 미근동 267-3","27","유료","37.56225368","126.9683494","250","5","250","5"
"833","173696","미도아파트앞주차빌딩(구)","서초구 반포동 49-8","181","유료","37.50003784","127.01046283","300","10","300","10"
"834","1545783","미래에셋빌딩 앞 노상주차장(구)","영등포구 여의도동 45-0","24","유료","37.51964775","126.92776496","1000","10","1000","10"
"8581","1366794","미아동공영주차장(구)","강북구 미아동 222-100","155","유료","37.6285679","127.02235964","150","5","150","5"
"859","1037569","바람개비주차장(구)","양천구 목동 919-8","186","유료","37.53033824","126.87427489","150","5","150","5"
"860","1140910","반포2동 공영주차장(구)","서초구 반포동 5-1","134","유료","37.50421414","126.99542312","300","10","300","10"
"861","1577279","반포4동 주민센터(구)","서초구 반포동 74-7","51","유료","37.497486","127.00033894","300","10","300","10"
"862","173521","반포동방음언덕형구립주차장(구)","서초구 반포동 730-0","94","유료","37.50486336","127.01835867","300","10","300","10"
"8631","1529853","반포복개천 노상공영주차장(구)","서초구 반포동 57-0","39","유료","37.50308221","127.01055871","0","0","800","10"
"902","1140911","반포서래(구)","서초구 반포동 95-13","8","유료","37.49814931","126.99783192","300","10","300","10"
"903","172901","밝은빛주차장(구)","양천구 신정동 323-18","23","유료","37.51619431","126.86135283","150","5","150","5"
"904","1527633","방배복개도로 제1지역 노상공영주차장(구)","서초구 방배동 493-2","100","유료","37.47962838","126.98235275","0","0","500","10"
"4","1532458","방배복개도로제2지역 노상공영주차장(구)","서초구 방배동 439-1","99","유료","37.48423071","126.9827769","500","10","500","10"
"103","1418248","방배열린문화센터(구)","서초구 방배동 852-14","109","유료","37.48895873","126.99232981","300","10","300","10"
"104","1528478","방배중앙로 노상공영주차장(구)","서초구 방배동 760-3","55","유료","37.49616103","126.98558848","0","0","500","10"
"159","1504262","방신시장 고객주차장(구)","강서구 방화동 858-0","10","유료","37.57199329","126.81340246","500","10","0","0"
"169","1441378","방이고분(구)","송파구 방이동 125-0","61","유료","37.50794057","127.11819204","100","5","100","5"
"1701","173749","방이동 공영주차장(구)","송파구 방이동 52-1","131","유료","37.51375908","127.11378505","150","5","150","5"
"171","1028245","방학동 도깨비시장 공영주차장(구)","도봉구 방학동 632-1","80","유료","37.6645806","127.03390568","100","5","100","5"
"1721","1365707","배봉공영주차장(구)","동대문구 휘경동 286-66","199","유료","37.58693739","127.06208584","1000","60","0","0"
"1731","171944","버티 공영주차장(구)","중구 신당동 432-1693","92","유료","37.54909105","127.00591066","150","5","150","5"
"1741","1370637","번동 햇살 주차장(구)","강북구 번동 148-380","187","유료","37.62509512","127.03343189","150","5","150","5"
"1751","1523308","범일운수~신세계물류센터(구)","금천구 독산동 1001-2","45","유료","37.46796309","126.88999276","500","10","500","10"
"2201","172917","법마을공영주차장(구)","양천구 신정동 1018-3","18","유료","37.52165189","126.86056614","50","5","50","5"
"221","1538637","법안정사(시)","양천구 목동 907-1","38","유료","37.53514247","126.87814732","250","5","250","5"
"259","1529590","법원입구도로 노상공영주차장(구)","서초구 서초동 1704-0","29","유료","37.49431396","127.01054737","0","0","800","10"
"288","1425808","벚꽃길주차장(구)","양천구 신정동 884-8","33","유료","37.52756848","126.85997742","50","5","50","5"
"289","172478","벤처빌딩(구)","성북구 장위동 65-154","56","유료","37.60939012","127.05324627","150","5","150","5"
"290","1561580","벽산디지털밸리앞 노상주차장(구)","영등포구 문래동5가 5-0","33","유료","37.51481009","126.88583083","500","10","500","10"
"3231","1441365","보라매공원동문주차장(구)","동작구 신대방동 395-0","52","유료","37.49319703","126.92051431","100","5","100","5"
"3242","173353","보라매제1공영주차장(구)","관악구 봉천동 110-4","133","유료","37.48858808","126.93454845","50","5","50","5"
"3251","1451640","보문로7길 이륜전용주차장(구)","종로구 숭인동 1495-0","6","무료","37.5775745","127.02261097","0","0","0","0"
"331","1429729","봉산도시자연공원 지하공용주차장(구)","은평구 신사동 55-5","106","유료","37.59751011","126.90402585","100","5","100","5"
"3321","1370857","봉수대공영주차장(구)","중랑구 신내동 12-2","31","유료","37.61638404","127.11230008","150","5","150","5"
"333","903979","부군당길공영주차장(구)","동대문구 전농동 273-1","63","유료","37.57823238","127.05461845","1000","60","0","0"
"3361","1525980","요업기술원-LG전자뒤(구)","금천구 가산동 237-101","55","유료","37.47359289","126.88920527","500","10","500","10"
"3841","1505611","용강동 노상 공영주차장(구)","마포구 용강동 122-15","54","유료","37.54236769","126.94020963","250","5","250","5"
"4382","1535569","용답동거주자우선주차장(구)","성동구 용답동 225-13","22","유료","37.56152792","127.05879094","250","5","250","5"
"4601","1397591","용답제2(평면)(구)","성동구 용답동 182-10","141","유료","37.56328524","127.05628296","150","5","150","5"
"461","172318","용마폭포공원공영주차장(구)","중랑구 면목동 1-4","119","유료","37.57337582","127.0911424","100","5","100","5"
"462","172007","용문동주차장(구)","용산구 도원동 4-5","41","유료","37.53894931","126.95756768","150","5","150","5"
"463","172068","용산2가소월주차장(구)","용산구 용산동2가 11-0","56","유료","37.54621474","126.98558224","150","5","150","5"
"464","172027","용산전자상가1(구)","용산구 한강로3가 12-0","202","유료","37.53204956","126.96477998","250","5","250","5"
"465","172021","용산전자상가2(구)","용산구 한강로3가 14-1","196","유료","37.53266756","126.96308865","250","5","250","5"
"466","172015","용산전자상가3(구)","용산구 한강로3가 19-2","160","유료","37.53258192","126.9603249","250","5","250","5"
"467","1268813","용산전자상가4(구)","용산구 원효로3가 51-5","114","유료","37.53388844","126.9600572","250","5","250","5"
"468","172018","용산전자상가5(구)","용산구 한강로3가 2-1","42","유료","37.53381412","126.96341541","250","5","250","5"
"469","172934","우리공영주차장(구)","양천구 목동 907-8","40","유료","37.53665073","126.87917722","150","5","150","5"
"470","1526726","우리은행(구)","금천구 가산동 140-41","13","유료","37.47685612","126.89036115","500","10","500","10"
"483","1552758","우림시장공영주차장(구)","중랑구 망우동 486-10","55","유료","37.59875811","127.09821968","250","5","250","5"
"538","172935","웃우물 주차장(시)","양천구 신정동 943-25","79","유료","37.52379759","126.85141746","150","5","150","5"
"539","1525056","웅진코웨이~sk트윈타워(구)","금천구 가산동 345-2","48","유료","37.4743007","126.884379","500","10","500","10"
"5871","1451560","원서공원(구)","종로구 와룡동 206-0","15","유료","37.57774739","126.9893215","500","10","500","10"
"602","1451908","원서공원(구)","종로구 원서동 206-0","2","유료","37.57844214","126.98931704","500","10","500","10"
"604","173329","원신공영주차장(구)","관악구 신림동 366-0","174","유료","37.469935","126.92928532","50","5","50","5"
"605","1576699","월계역(시)","노원구 월계동 589-3","40","유료","37.634598","127.059314","100","5","100","5"
"606","1454104","유경백화점뒤(구)","노원구 중계동 364-16","36","유료","37.64868375","127.07721012","250","5","0","0"
"642","1527496","유진골프장(구)","금천구 독산동 1081-2","40","유료","37.46920185","126.8882966","500","10","500","10"
"682","1032247","은평평화공원(구)","은평구 녹번동 153-1","143","유료","37.60573659","126.92310827","150","5","150","5"
"6831","172367","은행나무공영주차장(구)","중랑구 면목동 107-5","97","유료","37.58701918","127.09149573","100","5","100","5"
"684","172083","응봉동(건물)(구)","성동구 행당동 341-59","71","유료","37.55334376","127.03074237","50","5","50","5"
"685","1052737","응봉동(평면)(구)","성동구 응봉동 3-11","69","유료","37.55039155","127.03448112","100","5","100","5"
"6861","172703","응암3동공동주차장(구)","은평구 응암동 580-4","160","유료","37.59345156","126.91539487","100","5","100","5"
"6871","1578767","이경시장 공영주차장(구)","동대문구 이문동 86-52","27","유료","37.59569053","127.06522532","500","10","500","10"
"714","173485","이수공영주차장(구)","서초구 방배동 761-3","161","유료","37.49609844","126.98523586","300","10","300","10"
"715","1438219","이촌한강공원주차장(시)","용산구 이촌동 376-0","150","유료","37.52096923","126.9597975","1000","30","200","10"
"716","172041","이태원2동 공영주차장(구)","용산구 이태원동 227-9","112","유료","37.54036639","126.99265839","250","5","250","5"
"717","1549315","이태원로(시)","용산구 한남동 738-29 (이태원로 제일기획 삼거리 ~ 리움미술관 삼","20","무료","37.53627334","127.00011311","0","0","0","0"
"737","1509502","이화여고 앞 노상 공영주차장(구)","중구 순화동 1-1 0","14","유료","37.56532003","126.9684567","250","5","250","5"
"751","172580","인수동 공영주차장(구)","강북구 수유동 126-0","89","유료","37.63608367","127.01844991","200","5","200","5"
"752","173810","일원1동(기계식)(구)","강남구 일원동 684-8","64","유료","37.48948769","127.08176548","100","5","100","5"
"753","1366601","일원동(시)","강남구 일원동 711-1","21","유료","37.49134485","127.08842777","50","5","50","5"
"754","1366602","일원터널(시)","강남구 일원동 722-2","11","유료","37.48280832","127.07875524","100","5","100","5"
"755","172218","자양4동 공영(구)","광진구 자양동 5-5","86","유료","37.53867795","127.06824343","150","5","150","5"
"756","1412893","자양전통시장 공영주차장(구)","광진구 자양동 631-18","24","유료","37.53380376","127.08160385","250","5","250","5"
"757","1140909","잠원동방음언덕형공영주차장(구)","서초구 잠원동 10-33","94","유료","37.51638775","127.0163891","300","10","300","10"
"758","1247682","장안1동민자유치(장안주차장)(구)","동대문구 장안동 392-11","77","유료","37.56942934","127.06702282","1500","30","500","10"
"759","1277146","장안2동 노외주차장(시)","동대문구 장안동 286-9","80","유료","37.5782752","127.07061896","100","5","100","5"
"760","1575595","장안공원지하주차장(구)","동대문구 장안동 300-0","163","유료","37.57739367","127.07139607","1000","60","0","0"
"761","1190919","장안보성연립노상주차장(구)","동대문구 장안동 427-4","12","유료","37.56598784","127.06579549","500","10","500","10"
"773","172259","장영당길 공영주차장(구3동)(구)","동대문구 답십리동 484-7","193","유료","37.56865003","127.05316279","1000","60","0","0"
"774","172518","장위3동공영주차장(한천로)(구)","성북구 장위동 158-1","53","유료","37.62091287","127.05258084","300","10","0","0"
"775","1577276","장위전통시장 공영주차장(구)","성북구 장위동 68-130","20","유료","37.61025825","127.04986039","150","5","150","5"
"776","171971","장충공영주차장(구)","중구 장충동2가 193-39","106","유료","37.56001","127.00131646","150","5","150","5"
"777","1549661","장충단로(시)","용산구 한남동 9-19","5","무료","37.54736853","127.00267749","0","0","0","0"
"7821","1534533","장한평자동차시장 노상공영주차장(구)","성동구 용답동 225-13","310","유료","37.56026951","127.06382265","250","5","250","5"
"385","1451707","종로3가역(구)","종로구 봉익동 36-11","49","유료","37.57262569","126.99229669","1000","10","1000","10"
"401","1451828","종로40길 이륜자동차주차장(구)","종로구 종로6가 318-3","111","무료","37.57098063","127.00708226","0","0","0","0"
"512","1452762","종로63가길 이륜자동차주차장(구)","종로구 숭인동 58-2","5","무료","37.57724429","127.01866158","0","0","0","0"
"5171","1451392","종로구 누하동   (구)","종로구 누하동 7-0","7","무료","37.57985851","126.96863957","0","0","0","0"
"524","1453839","주공11단지상가뒤(구)","노원구 상계동 652-4","13","유료","37.66646381","127.0567031","250","5","0","0"
"537","1454490","주공11단지상가뒤(구)","노원구 상계동 652-4","13","유료","37.66467787","127.05716286","250","5","0","0"
"982","1453860","주공12단지상가뒤(구)","노원구 상계동 647-1","11","유료","37.66709352","127.05782886","250","5","0","0"
"986","1454548","주공12단지상가뒤(구)","노원구 상계동 647-1","11","유료","37.6653163","127.05829546","250","5","0","0"
"997","1454506","주공1~3단지주변(구)","노원구 상계동 745-0","24","유료","37.65063976","127.06096825","250","5","0","5"
"211","1454284","주공1~3단지주변(구)","노원구 상계동 765-2","20","유료","37.64806959","127.06191425","250","5","0","5"
"41","1570021","주공3단지상가주변(구)","노원구 상계동 736-0","44","유료","37.65325326","127.05975929","250","5","0","0"
"85","1453805","주공4~6단지주변(구)","노원구 상계동 750-0","15","유료","37.6506519","127.06225244","250","5","0","5"
"100","1454502","주공4~6단지주변(구)","노원구 상계동 750-0","8","유료","37.64940719","127.06263162","250","5","0","5"
"1081","1454083","주공5단지옆(구)","노원구 중계동 359-16","31","유료","37.65197389","127.07670495","250","5","0","0"
"1471","1570023","주공6단지상가주변(구)","노원구 상계동 723-2","41","유료","37.65359081","127.06102971","250","5","0","0"
"569","1454288","주공7단지옆(구)","노원구 상계동 693-5","17","유료","37.65622974","127.06053389","250","5","0","0"
"586","1554796","주막거리공영주차장(구)","중랑구 상봉동 127-19","26","유료","37.59404214","127.07757359","250","5","250","5"
"6121","1522935","주양쇼핑앞(구)","강동구 명일동 51-1","51","유료","37.55183497","127.15322547","250","5","250","5"
"6131","1520883","주양쇼핑옆(구)","강동구 명일동 47-21","45","유료","37.55284885","127.15299197","250","5","250","5"
"658","1513653","중곡복개천 공영주차장(B)(구)","광진구 중곡동 277-20","35","유료","37.56194617","127.08280355","200","5","200","5"
"6931","1512529","중곡복개천 공영주차장(구)","광진구 중곡동 150-196","41","유료","37.56033903","127.08617192","200","5","250","10"
"2452","1410226","중곡시장주차장(구)","광진구 중곡동 221-6","19","유료","37.56387377","127.08198483","250","5","0","0"
"2462","1577121","중곡초교(구)","중랑구 면목동 380-0","140","유료","37.57427209","127.08377631","100","5","100","5"
"2472","1447973","중구구민회관 부설(구)","중구 을지로6가 18-14","71","유료","37.56862553","127.00601146","250","5","250","5"
"2482","1447999","중림종합복지센터 부설주차장(구_중림(제5))(구)","중구 중림동 155-1","65","유료","37.55947076","126.96616091","250","5","250","5"
"2492","1544144","중마루공원앞 노상주차장(구)","영등포구 영등포동2가 222-0","34","유료","37.5197808","126.91093702","500","10","500","10"
"2831","1028036","중산공영주차장(구)","동대문구 답십리동 23-3","58","유료","37.56867158","127.05892065","1000","60","0","0"
"2841","1564266","중소기업협동조합앞 노상주차장(구)","영등포구 여의도동 16-0","5","유료","37.52868452","126.92207205","1000","10","1000","10"
"2891","173522","중앙로공영주차빌딩(구)","서초구 방배동 977-17","50","유료","37.48225393","126.99203575","300","10","300","10"
"2901","1567061","중앙우체국옆 이륜자동차주차장(구)","중구 충무로1가 15-0 0","23","무료","37.56198572","126.98160593","0","0","0","0"
"313","1509352","중앙의료원옆 이륜자동차 주차장(구)","중구 을지로6가 18-79 0","12","무료","37.56733973","127.00724763","0","0","0","0"
"3252","172386","중화1동공영주차장(구)","중랑구 중화동 29-2","130","유료","37.60270927","127.08165711","100","5","100","5"
"326","1553250","중화동(시)","중랑구 중화동 61-2","11","유료","37.59441808","127.07229896","100","5","100","5"
"337","1512040","진양상가노상공영주차장(구)","중구 인현동2가 181-0 0","102","유료","37.56324609","126.99605217","500","5","500","5"
"395","1547511","효창공원2(구)","용산구 효창동 255-1","83","유료","37.54551726","126.95864731","250","5","250","5"
"417","1268816","후암동주차장(구)","용산구 후암동 65-4","39","유료","37.55048874","126.97648587","150","5","150","5"
"418","1509353","훈련원공원 노상 공영주차창(구)","중구 을지로6가 1-42 0","8","유료","37.56760266","127.00499641","350","5","350","5"
"4261","1027845","휘경마을 공영주차장(구)","동대문구 휘경동 308-32","78","유료","37.5880691","127.05809327","1000","60","0","0"
"4271","1247680","휘경유수지 공영주차장(구)","동대문구 휘경동 348-0","55","유료","37.58908686","127.06977384","500","10","500","10"
"4282","173261","흑석빗물펌프장공영주차장(구)","동작구 흑석동 105-0","45","유료","37.50858008","126.96297589","190","5","190","5"
"4292","1451954","힐스테이트옆 이륜차 주차장(구)(구)","종로구 숭인동 766-2","5","무료","37.57520211","127.02094848","0","0","0","0"
"4341","1543335","한국거래소앞 노상주차장(구)","영등포구 여의도동 33-0","33","유료","37.52261897","126.92865856","1000","10","1000","10"
"451","1511025","한국관광공사옆 노상공영주차장(구)","중구 다동 18-0 0","9","유료","37.56836964","126.9820308","600","5","600","5"
"4602","1540613","한국통신(시)","양천구 목동 924-5","27","유료","37.52824981","126.87185989","250","5","250","5"
"487","172037","한남유수지공영주차장(구)","용산구 한남동 522-44","159","유료","37.5298673","127.00740065","150","5","150","5"
"488","1056832","한누리(구)","동작구 사당동 1046-1","45","유료","37.47743578","126.97707837","150","5","150","5"
"489","172927","한두공영주차장(구)","양천구 목동 610-5","39","유료","37.54876937","126.86622879","50","5","50","5"
"490","1367218","한마음주차장(구)","양천구 목동 914-5","426","유료","37.53067739","126.8778804","150","5","150","5"
"491","1451977","한미빌딩옆(구)","종로구 공평동 283-0","2","유료","37.57190485","126.98447777","1000","10","1000","10"
"493","1451980","한미빌딩옆(구)","종로구 인사동 283-0","7","유료","37.57179781","126.98451337","1000","10","1000","10"
"500","172947","한서 공영주차장(구)","마포구 염리동 24-170","113","유료","37.552871","126.94933329","1000","60","500","30"
"5012","1568841","한신동성아파트옆(구)","노원구 하계동 256-7","16","유료","37.63981324","127.07434886","250","5","0","0"
