"","PARKING_CODE","PARKING_NAME","ADDR","CAPACITY","PAY_NM","LAT","LNG","RATES","TIME_RATE","ADD_RATES","ADD_TIME_RATE"
"283","1372128","마천동3공영주차장(구)","송파구 마천동 128-4","47","유료","37.49615427","127.14984862","100","5","100","5"
"284","1510531","맑은내길 노상공영주차장(구)","중구 신당동 213-0 0","17","유료","37.56876556","127.01218076","500","5","500","5"
"3011","1556541","맛솜씨공영주차장(구)","중랑구 망우동 490-21","69","유료","37.59834229","127.09668449","250","5","250","5"
"370","1507084","망원 유료 주차장(구)","마포구 망원동 394-79","86","유료","37.55327949","126.90304026","150","5","150","5"
"456","172907","망원1-1 공영주차장(구)","마포구 망원동 418-39","68","유료","37.55602414","126.90004655","1000","60","500","30"
"457","1247678","망원1-2 공영주차장(구)","마포구 망원동 403-2","150","유료","37.55558459","126.90587312","100","5","100","5"
"458","172943","망원2-1 공영주차장(구)","마포구 망원동 428-5","62","유료","37.55778757","126.9015162","1000","60","500","30"
"459","1366575","망원동 노외 공영주차장(구)","마포구 망원동 478-10","13","유료","37.55955925","126.90660108","100","5","100","5"
"460","1412826","매바위공영주차장(구)","은평구 응암동 747-8","80","유료","37.58652245","126.92108714","100","5","100","5"
"461","1554337","매화공영주차장(구)","중랑구 상봉동 85-41","28","유료","37.59503446","127.08942238","250","5","250","5"
"489","804444","면목2동공영주차장(구)","중랑구 면목동 146-1","199","유료","37.58795027","127.08085785","100","5","100","5"
"490","172378","면목5동공영주차장(구)","중랑구 면목동 162-22","67","유료","37.58296438","127.08007497","100","5","100","5"
"491","1417234","면목초교주자창(구)","중랑구 면목동 192-1","82","유료","37.58919215","127.07579481","100","5","100","5"
"492","171778","명광교회공영주차장(구)","종로구 명륜3가 12-0","8","유료","37.58674057","126.99647565","250","5","250","5"
"493","1575634","모래내로1(시)","서대문구 남가좌동 84-2","11","무료","37.57672401","126.92814325","0","0","0","0"
"504","1575644","모래내로2(시)","서대문구 남가좌동 84-2","11","무료","37.57386114","126.92370712","0","0","0","0"
"515","1526113","모아래5길~천주교성당뒤(구)","금천구 가산동 237-123","1","유료","37.47321653","126.89070007","1500","30","500","10"
"516","1527134","모아래5길~천주교성당뒤(구)","금천구 가산동 237-123","11","유료","37.473489","126.89075107","500","10","500","10"
"5271","1528242","모아래5길~천주교성당뒤(구)","금천구 독산동 336-3","25","유료","37.47097013","126.89025448","500","10","500","10"
"552","172916","목2동 월촌(구)","양천구 목동 525-0","79","유료","37.54595116","126.87462298","50","5","50","5"
"553","172952","목3동 해운주차장(구)","양천구 목동 711-6","64","유료","37.54193427","126.86513021","50","5","50","5"
"554","172904","목동공영주차장(구)","양천구 목동 915-0","1022","유료","37.52769446","126.87805665","150","5","150","5"
"555","1371690","목동타운홀(구)","양천구 목동 905-21","25","유료","37.53292894","126.87687749","300","10","300","10"
"556","171901","묵정공원지하 공영주차장(구)","중구 충무로5가 21-0","502","유료","37.56379141","126.99979555","400","5","400","5"
"557","1554299","묵중안공영주차장(구)","중랑구 중화동 250-39","194","유료","37.60516865","127.07738306","250","5","250","5"
"751","173184","문래근린공원공영(구)","영등포구 문래동3가 60-2","50","유료","37.51544615","126.89379467","250","5","250","5"
"752","173185","문래동공영(구)","영등포구 문래동5가 3-0","60","유료","37.51631443","126.8877957","150","5","150","5"
"753","1547874","문래동주민센터 앞 노상주차장(구)","영등포구 문래동3가 55-16","13","유료","37.5168413","126.90011724","500","10","500","10"
"766","1372154","문정 공영주차장(구)","송파구 문정동 2-5","101","유료","37.49122464","127.13469292","100","5","100","5"
"767","173673","문정근린공원(구)","송파구 문정동 38-3","286","유료","37.48599491","127.12464869","150","5","150","5"
"768","171956","문화공영주차장(구)","중구 신당동 425-1","31","유료","37.55654107","127.01096085","150","5","150","5"
"769","1040348","문화회관 지하주차장(구)","양천구 신정동 322-0","93","유료","37.51655891","126.86329776","150","5","150","5"
"7701","172914","문화회관동측(구)","양천구 신정동 322-5","80","유료","37.51706546","126.86384249","150","5","150","5"
"771","172902","문화회관서측(구)","양천구 신정동 323-25","23","유료","37.51635934","126.86255573","150","5","150","5"
"772","172874","미근동노외(시)","서대문구 미근동 267-3","27","유료","37.56225368","126.9683494","250","5","250","5"
"773","173696","미도아파트앞주차빌딩(구)","서초구 반포동 49-8","181","유료","37.50003784","127.01046283","300","10","300","10"
"774","1545783","미래에셋빌딩 앞 노상주차장(구)","영등포구 여의도동 45-0","24","유료","37.51964775","126.92776496","1000","10","1000","10"
"7981","1366794","미아동공영주차장(구)","강북구 미아동 222-100","155","유료","37.6285679","127.02235964","150","5","150","5"
"7991","1037569","바람개비주차장(구)","양천구 목동 919-8","186","유료","37.53033824","126.87427489","150","5","150","5"
"8001","1140910","반포2동 공영주차장(구)","서초구 반포동 5-1","134","유료","37.50421414","126.99542312","300","10","300","10"
"8011","1577279","반포4동 주민센터(구)","서초구 반포동 74-7","51","유료","37.497486","127.00033894","300","10","300","10"
"802","173521","반포동방음언덕형구립주차장(구)","서초구 반포동 730-0","94","유료","37.50486336","127.01835867","300","10","300","10"
"803","1529853","반포복개천 노상공영주차장(구)","서초구 반포동 57-0","39","유료","37.50308221","127.01055871","0","0","800","10"
"842","1140911","반포서래(구)","서초구 반포동 95-13","8","유료","37.49814931","126.99783192","300","10","300","10"
"843","172901","밝은빛주차장(구)","양천구 신정동 323-18","23","유료","37.51619431","126.86135283","150","5","150","5"
"844","1527633","방배복개도로 제1지역 노상공영주차장(구)","서초구 방배동 493-2","100","유료","37.47962838","126.98235275","0","0","500","10"
"897","1025696","당산근린공원지하공영(구)","영등포구 당산동3가 385-0","190","유료","37.52552609","126.89579413","150","5","150","5"
"898","1506993","당인 유료 주차장(구)","마포구 합정동 362-1","46","유료","37.54752494","126.91827004","300","5","300","5"
"944","1524619","대륭1차~아톰(구)","금천구 가산동 345-48","34","유료","37.47190937","126.88252412","500","10","500","10"
"978","173250","대림1동공영(구)","영등포구 대림동 834-1","155","유료","37.49314103","126.90163365","100","5","100","5"
"979","173245","대림2동공영(구)","영등포구 대림동 1072-25","154","유료","37.49153125","126.89972706","50","5","50","5"
"980","173238","대림3동공영(구)","영등포구 대림동 745-1","105","유료","37.4980273","126.90049706","50","5","50","5"
"981","1509934","대림상가노상공영주차장(구)","중구 산림동 174-0 0","73","유료","37.56688694","126.99532129","500","5","500","5"
"541","173277","대림어린이공원지하공영(구)","영등포구 대림동 870-0","198","유료","37.49120884","126.90348861","100","5","100","5"
"55","1025697","대림운동장(구)","영등포구 대림동 780-0","192","유료","37.49965667","126.89483844","50","5","50","5"
"56","173291","대방생태공영주차장(구)","동작구 대방동 395-1","36","유료","37.50018478","126.92629251","150","5","150","5"
"57","1551948","대신시장 노상주차장(구)","영등포구 신길동 116-15","15","유료","37.51079268","126.91720704","200","10","200","10"
"72","1561598","대신시장 노상주차장(구)","영등포구 신길동 116-15","18","유료","37.5118209","126.91730254","200","10","200","10"
"90","1441361","대왕초교(구)","강남구 세곡동 517-0","100","유료","37.46445115","127.10558271","100","5","100","5"
"91","172530","대지시장길 공영주차장(구)","강북구 미아동 703-8","47","유료","37.62016376","127.02031635","200","5","200","5"
"92","173472","대청역(구)","강남구 개포동 13-2","169","유료","37.49495555","127.07932368","100","5","100","5"
"93","173359","대치2문화센터(구)","강남구 대치동 980-9","159","유료","37.50227954","127.06420443","300","5","300","5"
"94","1525783","덕성엔앰피(구)","금천구 가산동 345-15","27","유료","37.47263129","126.88357852","500","10","500","10"
"121","1247683","덕원주차장(구)","동대문구 장안동 458-8","77","유료","37.5623712","127.06876256","1000","30","300","10"
"122","173499","도곡로 327(구)","강남구 역삼동 765-22","22","유료","37.496258","127.05174035","400","5","400","5"
"123","173447","도곡로 421(구)","강남구 대치동 939-21","29","유료","37.49782255","127.05648634","400","5","400","5"
"124","1364466","도곡로21길7(구)","강남구 역삼동 795-25","78","유료","37.49250002","127.0388068","400","5","400","5"
"1251","1441342","도곡초교(구)","강남구 대치동 924-10","200","유료","37.49906096","127.05468508","300","5","300","5"
"1261","1548764","도림고가 노상주차장(구)","영등포구 문래동1가 39-0","63","유료","37.51499179","126.90352344","200","10","200","10"
"189","173246","도림초등학교공영(구)","영등포구 신길동 285-1","145","유료","37.5081015","126.90745856","50","5","50","5"
"190","172592","도봉2동 법조타운 공영주차장(구)","도봉구 도봉동 624-105","164","유료","37.67364352","127.04646965","100","5","100","5"
"1911","1372873","도봉산역 환승주차장(시)","도봉구 도봉동 288-19","364","유료","37.68972069","127.04483862","100","5","100","5"
"192","881056","도서관주차장(구)","양천구 목동 905-32","48","유료","37.53344049","126.87660968","150","5","150","5"
"193","172084","도선동(지하)(구)","성동구 홍익동 369-0","186","유료","37.565567","127.0316914","100","5","100","5"
"194","790441","도화 공영주차장(구)","마포구 도화동 557-0","65","유료","37.54155295","126.94993374","250","5","250","5"
"195","892053","도화공영주차장(구)","동작구 상도동 244-183","58","유료","37.49982342","126.9355137","150","5","150","5"
"196","173123","독산1동공영주차장(구)","금천구 독산동 1006-94","66","유료","37.46497295","126.89480923","65","5","65","5"
"197","173142","독산2동 공영주차장(구)","금천구 독산동 1050-17","66","유료","37.46385909","126.90006149","65","5","65","5"
"198","173129","독산3동공영주차장(구)","금천구 독산동 898-24","50","유료","37.4794979","126.9063548","65","5","65","5"
"199","1434175","독산4동 공영주차장(구)","금천구 독산동 187-40","50","유료","37.46943849","126.90450653","65","5","65","5"
"200","789092","동개울주차장(구)","양천구 신정동 919-6","40","유료","37.52726441","126.85563298","150","5","150","5"
"201","1505570","동교동 노상 공영주차장(구)","마포구 서교동 332-1","67","유료","37.55677574","126.92709379","400","5","400","5"
"268","172272","동답 공영주차장(구)","동대문구 답십리동 2-283","67","유료","37.56938534","127.06355487","1000","60","0","0"
"269","1509256","동대문비즈센터앞 이륜자동차 주차장(구)","중구 신당동 200-5 0","9","무료","37.56631869","127.01283079","0","0","0","0"
"278","1371673","동대문소방서노상(구)","동대문구 장안동 434-0","9","유료","37.56365506","127.06694485","500","10","500","10"
"287","1543204","동문굿모닝탑 옆(구)","양천구 신정동 324-3","17","유료","37.51492985","126.86122902","150","5","150","5"
"3041","172540","동방고개(구)","성북구 장위동 230-110","66","유료","37.61469255","127.04100323","150","5","150","5"
"305","1554749","동부갯 공영주차장(구)","중랑구 신내동 487-1","72","유료","37.59975249","127.09660438","250","5","250","5"
"377","171945","동산공영주차장(구)","중구 신당동 333-260","83","유료","37.55634366","127.01597608","150","5","150","5"
"378","173698","동산마을구립주차장(구)","서초구 양재동 370-5","121","유료","37.47009388","127.04432613","500","10","500","10"
"379","1577817","동서시장 과일채소부 공영주차장(구)","동대문구 제기동 849-0","94","유료","37.57982414","127.0408616","300","10","300","10"
"473","1577863","동서시장 식품 공영주차장(구)","동대문구 제기동 854-1","65","유료","37.58230772","127.04052175","300","10","300","10"
"538","172184","동서울 노외주차장(구)","광진구 구의동 598-1","25","유료","37.53352007","127.0913292","250","5","250","5"
"539","1514883","동서울 호텔길 공영주차장(B)(구)","광진구 구의동 735-0","34","유료","37.53196168","127.09189313","250","5","250","5"
"549","1514755","동서울 호텔길 공영주차장(B)(구)","광진구 자양동 735-0","19","유료","37.53157826","127.09173722","250","5","250","5"
"561","1514905","동서울 호텔길(A) 공영주차장(자양동)(구)","광진구 구의동 695-0","34","유료","37.53340526","127.09174691","250","5","250","5"
"562","1514758","동서울 호텔길(A) 공영주차장(자양동)(구)","광진구 자양동 695-0","7","유료","37.53374588","127.09153881","250","5","250","5"
"563","1512113","동서울 호텔길(A) 공영주차장(자양동)(구)","광진구 자양동 695-0","41","유료","37.53000399","127.08853568","250","5","250","5"
"604","1514885","동서울길 공영주차장(B)(구)","광진구 구의동 735-0","34","유료","37.53226446","127.09185983","250","5","250","5"
"6232","1514763","동서울길 공영주차장(B)(구)","광진구 자양동 695-0","19","유료","37.53315717","127.09157781","250","5","250","5"
"630","1515336","동서울길(A) 공영주차장(구)","광진구 구의동 695-0","8","유료","37.5342433","127.09157381","250","5","250","5"
"638","1514902","동서울길(A) 공영주차장(구)","광진구 자양동 695-0","7","유료","37.53331763","127.09156374","250","5","250","5"
"644","1514904","동서울길(A) 공영주차장(자양동)(구)","광진구 구의동 695-0","34","유료","37.53361535","127.09173295","250","5","250","5"
"648","1545232","동아빌딩앞 노상주차장(구)","영등포구 여의도동 14-0","10","유료","37.52907804","126.92057486","1000","10","1000","10"
"658","172384","동원시장공영주차장(구)","중랑구 면목동 74-33","26","유료","37.58987969","127.09314874","100","5","100","5"
"659","1452343","동일상가아파트 이륜전용주차장(구)","종로구 숭인동 234-81","8","무료","37.57150169","127.01927402","0","0","0","0"
"667","1056834","동작주차공원(구)","동작구 동작동 326-0","147","유료","37.50309257","126.97826859","100","5","100","5"
"668","171924","동화동공영주차장(구)","중구 신당동 52-7","129","유료","37.56137409","127.01900035","150","5","150","5"
"669","1524803","두산공원A~B(구)","금천구 가산동 153-18","19","유료","37.47366303","126.89264075","500","10","500","10"
"688","1524605","두산공원A~B(구)","금천구 독산동 298-1","14","유료","37.47307961","126.89401448","500","10","500","10"
"7021","172696","등나무근린공원(구)","노원구 중계동 508-1","151","유료","37.64027756","127.06769919","250","5","250","5"
"7031","172957","등촌 2-1주택가공영주차장(구)","강서구 등촌동 531-5","91","유료","37.54982067","126.86134372","50","5","50","5"
"7041","1504286","등촌3동 구암길(구)","강서구 등촌동 695-0","52","유료","37.56004193","126.84535093","250","5","250","5"
"756","1504253","등촌3동 꿈나무길(구)","강서구 등촌동 701-0","59","유료","37.56054971","126.8468555","250","5","250","5"
"815","1536462","뚝도시장(구)","성동구 성수동2가 335-60","17","유료","37.5380749","127.05460166","500","10","500","10"
"832","1438232","뚝섬안내센터앞(한강공원)(시)","광진구 자양동 435-0","356","유료","37.5286166","127.07222676","1000","30","100","5"
"833","1438091","뚝섬윈드서핑장옆(한강공원)(시)","광진구 자양동 558-3","99","유료","37.52772418","127.07910406","1000","30","200","10"
"834","1438220","뚝섬청담대교밑(한강공원)(시)","광진구 자양동 97-5","136","유료","37.5310785","127.06461833","1000","30","200","10"
"835","1577123","라온드베뉴(구)","중랑구 망우동 207-2","200","유료","37.60007938","127.10435413","100","5","100","5"
"836","1543331","렉싱턴호텔뒤 노상주차장(구)","영등포구 여의도동 13-0","12","유료","37.52980408","126.92176408","1000","10","1000","10"
"848","1451636","롯데캐슬 뒤 이륜전용주차장(구)","종로구 숭인동 76-1","8","무료","37.57420786","127.01653897","0","0","0","0"
"856","1561632","롯데캐슬앞 노상주차장(구)","영등포구 여의도동 36-0","9","유료","37.52064199","126.92663091","1000","10","1000","10"
"865","1012254","마들스타디움(근린공원)(구)","노원구 상계동 770-2","177","유료","37.64391748","127.05856743","150","5","150","5"
"866","1577091","마른내길 이륜자동차주차장(구)","중구 오장동 148-21 0","6","무료","37.56452251","127.00015298","0","0","0","0"
"872","1451386","숭인상가아파트 이륜전용주차장(구)","종로구 숭인동 204-14","6","무료","37.57207315","127.0206907","0","0","0","0"
"8781","171810","숭인제3공영주차장(구)","종로구 숭인동 227-8","27","유료","37.57328256","127.01893273","400","5","400","5"
"8791","172459","시네마빌딩공영주차장(구)","성북구 돈암동 538-59","100","유료","37.59916723","127.01474097","150","5","150","5"
"8801","173488","시민의숲동측(양재천주차장 포함) 공영주차장(구)","서초구 양재동 237-0","148","유료","37.4723039","127.03822651","500","10","500","10"
"8811","172562","시범 공영주차장(구)","강북구 수유동 190-11","45","유료","37.64005648","127.02595849","250","5","250","5"
"8821","1371688","시설관리공단 청사 주차장(구)","양천구 목동 919-5","22","유료","37.53034734","126.87136627","150","5","150","5"
"8831","1440587","시흥 4동 (삼성)공영주차장(구)","금천구 시흥동 171-1","51","유료","37.45459691","126.90901165","65","5","65","5"
"884","1440586","시흥 4동 공용주차장(구)","금천구 시흥동 704-56","124","유료","37.4594198","126.90871246","65","5","65","5"
"885","173141","시흥1동 공영주차장(구)","금천구 시흥동 555-3","82","유료","37.45065167","126.89672588","65","5","",""
"886","173153","시흥3동 공영주차장(구)","금천구 시흥동 942-6","44","유료","37.44294835","126.90574806","65","5","65","5"
"887","1398740","신교공영(구)","종로구 신교동 66-0","158","유료","37.58411794","126.9698478","150","5","150","5"
"888","1441353","신구초교(구)","강남구 신사동 550-11","194","유료","37.52309456","127.02429256","300","5","300","5"
"889","173299","신길4동1마을공원지하공영(구)","영등포구 신길동 232-20","130","유료","37.50718232","126.91174763","50","5","50","5"
"890","1448767","신길6동공영(구)","영등포구 신길동 3203-0","132","유료","37.50246528","126.91114553","50","5","50","5"
"891","173196","신길역사(1호선)(구)","영등포구 신길동 54-2","25","유료","37.51600191","126.91747003","100","5","100","5"
"892","173150","신길환승(5호선)(구)","영등포구 영등포동1가 35-0","88","유료","37.51775234","126.91460391","100","5","100","5"
"893","1579098","신답고가 주변(구)","동대문구 답십리동 530-6","22","유료","37.57023162","127.05003195","500","10","500","10"
"915","1041839","신당동 공영주차장(구)","중구 신당동 300-11","24","유료","37.56204618","127.01442718","250","5","250","5"
"916","171965","신당사거리공영주차장(구)","중구 신당동 110-1","45","유료","37.56512357","127.0170201","250","5","250","5"
"917","171931","신당역공영주차장(구)","중구 신당동 140-29","26","유료","37.56535145","127.02069649","250","5","250","5"
"918","984617","신도림역환승주차장(구)","구로구 구로동 1-4","65","유료","37.50733447","126.89165319","100","5","100","5"
"919","1033590","신림동공영주차장(구)","관악구 신림동 1456-3","191","유료","37.48736246","126.92343415","250","5","250","5"
"920","1059009","신사동 제1공영주차장(구)","관악구 신림동 511-1","41","유료","37.48444431","126.91546097","50","5","50","5"
"921","1247636","신설동(시)","동대문구 신설동 114-29","102","유료","37.57252061","127.02425684","150","5","150","5"
"922","1515180","신성시장길공영노상주차장(구)","광진구 중곡동 83-16","9","유료","37.55716645","127.09023332","250","5","250","5"
"931","1515916","신성시장길공영노상주차장(구)","광진구 중곡동 88-21","26","유료","37.55524732","127.09294789","250","5","250","5"
"9571","1575375","신성시장길노상공영주차장(구)","광진구 구의동 558-11","4","유료","37.5546375","127.09389588","250","5","250","5"
"961","1576989","신영시장 공동주차장(구)","양천구 신월동 114-16","23","유료","37.53302124","126.83625423","150","5","150","5"
"962","172983","신우주차장(구)","양천구 신월동 166-23","107","유료","37.53444512","126.8285528","50","5","50","5"
"963","1542472","신월1동저지복개1구역(구)","양천구 신월동 228-1","56","유료","37.52854568","126.83854251","300","10","300","10"
"19","1542490","신월1동저지복개2구역(구)","양천구 신월동 90-1","40","유료","37.5352811","126.83441263","300","10","300","10"
"59","1542485","신월5동복개주차장(구)","양천구 신월동 53-2","63","유료","37.53652464","126.82876591","300","10","300","10"
"1221","1579328","신일피혁주변(구)","동대문구 장안동 480-9","17","유료","37.56528749","127.06787673","500","10","0","0"
"139","1542514","신정1,3동 복개(구)","양천구 신정동 1031-0","139","유료","37.52034847","126.85379893","300","10","300","10"
"2781","1538858","신정4동 로데오길(구)","양천구 신정동 890-0","52","유료","37.52801141","126.86272862","300","10","300","10"
"330","1540440","신정4동길(구)","양천구 신정동 902-0","147","유료","37.52637625","126.86256658","300","10","300","10"
"477","172945","신정7동 한사랑교회 앞(구)","양천구 신정동 324-11","125","유료","37.51483512","126.86017529","150","5","150","5"
"478","172005","신창공영주차장(구)","용산구 신창동 53-1","110","유료","37.5353106","126.95521319","150","5","150","5"
"4791","1524961","신천지(구)","금천구 독산동 152-1","22","유료","37.47243744","126.89743605","500","10","500","10"
"501","1377416","신촌역동측광장공영주차장(구)","서대문구 대현동 121-9","26","유료","37.55933566","126.94274488","350","5","350","5"
"502","1454316","신한증권옆(구)","노원구 중계동 366-12","31","유료","37.65135062","127.0776702","250","5","0","0"
"533","1543677","신흥증권앞 노상주차장(구)","영등포구 여의도동 24-0","15","유료","37.52389281","126.92711171","500","5","500","5"
"548","173754","아시아주차장(공영주차장)(구)","송파구 잠실동 84-0","115","유료","37.5102769","127.07624626","250","5","250","5"
"5491","1412862","아차산 공영주차장(시)","광진구 광장동 369-0","39","유료","37.55163204","127.1008538","150","5","150","5"
"550","171966","약수동공영주차장(구)","중구 신당동 349-234","90","유료","37.55222214","127.01335763","150","5","150","5"
"551","1544111","양남사거리 앞 노상주차장(구)","영등포구 당산동2가 30-0","8","유료","37.52236224","126.89156248","250","5","250","5"
"5591","1544007","양남사거리 앞 노상주차장(구)","영등포구 양평동1가 30-0","8","유료","37.52226096","126.89134562","250","5","250","5"
"567","1577280","양재2동주민센터 공영주차장(구)","서초구 양재동 323-1","31","유료","37.47065988","127.0412941","300","10","300","10"
"568","1366487","양재시민의숲(매헌)역 공영주차장(구)","서초구 양재동 237-2","50","유료","37.47037133","127.0385513","500","10","500","10"
"569","1025717","양재역환승주차장(시)","서초구 양재동 23-0","894","유료","37.48352522","127.03434202","1500","30","500","10"
"570","173405","양재주차빌딩(구)","서초구 양재동 90-2","98","유료","37.47860952","127.04136907","300","10","300","10"
"571","1540644","양천경찰서(시)","양천구 신정동 321-0","34","유료","37.51660407","126.86518694","150","5","150","5"
"605","1540923","양천공원옆(구)","양천구 신정동 320-3","11","유료","37.51899194","126.86849919","150","5","150","5"
"616","1371689","양천사회단체봉사센터(구)","양천구 목동 905-29","20","유료","37.53187194","126.87546398","300","10","300","10"
"617","1545782","양평동(동)(시)","영등포구 양평동5가 44-1","6","유료","37.53971367","126.89027153","100","5","100","5"
"6233","1247677","양화진 공영주차장(구)","마포구 합정동 139-21","133","유료","37.545733","126.91120393","100","5","100","5"
"6241","172909","어울림주차장(구)","양천구 신정동 318-2","32","유료","37.52216678","126.86929701","150","5","150","5"
"625","173582","언구비주차빌딩(구)","서초구 반포동 741-3","58","유료","37.50474149","127.02098179","300","10","300","10"
"626","1042405","언북초교(구)","강남구 청담동 27-0","226","유료","37.51999434","127.04565885","300","5","300","5"
"627","1042421","언주초교(구)","강남구 도곡동 922-0","191","유료","37.48664435","127.03705039","200","5","200","5"
"628","1448904","여의도2(마포대교 남단)주차장(시)","영등포구 여의도동 84-4","171","유료","37.52825895","126.93265091","2000","30","150","5"
"629","1448905","여의도3(서강대교남단)주차장(시)","영등포구 여의도동 83-6","800","유료","37.53240356","126.924436","2000","30","150","5"
"6301","1448906","여의도4(여의2교밑)주차장(시)","영등포구 여의도동 19-0","141","유료","37.52521228","126.91286239","2000","30","150","5"
"631","1448907","여의도5(성모병원앞)주차장(시)","영등포구 여의도동 63-0","217","유료","37.51696501","126.93576386","2000","30","150","5"
"632","1545478","여의도공원앞1 노상주차장(구)","영등포구 여의도동 17-0","14","유료","37.52411706","126.91769636","1000","10","1000","10"
"646","1544264","여의도공원앞2 노상주차장(구)","영등포구 여의도동 16-0","14","유료","37.52739599","126.92296917","1000","10","1000","10"
"660","1550846","여의도공원앞3 노상주차장(구)","영등포구 여의도동 16-0","6","유료","37.52792339","126.92382172","1000","10","1000","10"
"666","1543695","여의도백화점 앞 노상주차장(구)","영등포구 여의도동 36-1","19","유료","37.52079244","126.92750205","1000","10","1000","10"
"732","1532458","방배복개도로제2지역 노상공영주차장(구)","서초구 방배동 439-1","99","유료","37.48423071","126.9827769","500","10","500","10"
"831","1418248","방배열린문화센터(구)","서초구 방배동 852-14","109","유료","37.48895873","126.99232981","300","10","300","10"
"8321","1528478","방배중앙로 노상공영주차장(구)","서초구 방배동 760-3","55","유료","37.49616103","126.98558848","0","0","500","10"
"8871","1504262","방신시장 고객주차장(구)","강서구 방화동 858-0","10","유료","37.57199329","126.81340246","500","10","0","0"
"8971","1441378","방이고분(구)","송파구 방이동 125-0","61","유료","37.50794057","127.11819204","100","5","100","5"
"8981","173749","방이동 공영주차장(구)","송파구 방이동 52-1","131","유료","37.51375908","127.11378505","150","5","150","5"
"8991","1028245","방학동 도깨비시장 공영주차장(구)","도봉구 방학동 632-1","80","유료","37.6645806","127.03390568","100","5","100","5"
"9002","1365707","배봉공영주차장(구)","동대문구 휘경동 286-66","199","유료","37.58693739","127.06208584","1000","60","0","0"
"901","171944","버티 공영주차장(구)","중구 신당동 432-1693","92","유료","37.54909105","127.00591066","150","5","150","5"
"902","1370637","번동 햇살 주차장(구)","강북구 번동 148-380","187","유료","37.62509512","127.03343189","150","5","150","5"
"903","1523308","범일운수~신세계물류센터(구)","금천구 독산동 1001-2","45","유료","37.46796309","126.88999276","500","10","500","10"
"9481","172917","법마을공영주차장(구)","양천구 신정동 1018-3","18","유료","37.52165189","126.86056614","50","5","50","5"
"9491","1538637","법안정사(시)","양천구 목동 907-1","38","유료","37.53514247","126.87814732","250","5","250","5"
"987","1529590","법원입구도로 노상공영주차장(구)","서초구 서초동 1704-0","29","유료","37.49431396","127.01054737","0","0","800","10"
"16","1425808","벚꽃길주차장(구)","양천구 신정동 884-8","33","유료","37.52756848","126.85997742","50","5","50","5"
"17","172478","벤처빌딩(구)","성북구 장위동 65-154","56","유료","37.60939012","127.05324627","150","5","150","5"
"18","1561580","벽산디지털밸리앞 노상주차장(구)","영등포구 문래동5가 5-0","33","유료","37.51481009","126.88583083","500","10","500","10"
"51","1441365","보라매공원동문주차장(구)","동작구 신대방동 395-0","52","유료","37.49319703","126.92051431","100","5","100","5"
"52","173353","보라매제1공영주차장(구)","관악구 봉천동 110-4","133","유료","37.48858808","126.93454845","50","5","50","5"
"53","1451640","보문로7길 이륜전용주차장(구)","종로구 숭인동 1495-0","6","무료","37.5775745","127.02261097","0","0","0","0"
"593","1429729","봉산도시자연공원 지하공용주차장(구)","은평구 신사동 55-5","106","유료","37.59751011","126.90402585","100","5","100","5"
"60","1370857","봉수대공영주차장(구)","중랑구 신내동 12-2","31","유료","37.61638404","127.11230008","150","5","150","5"
"613","903979","부군당길공영주차장(구)","동대문구 전농동 273-1","63","유료","37.57823238","127.05461845","1000","60","0","0"
"62","1540938","부영그린(시)","양천구 목동 908-27","18","유료","37.53646124","126.88183489","250","5","250","5"
"804","1441373","북아현 가구단지(구)","서대문구 북아현동 915-0","15","유료","37.55829286","126.96035541","250","5","250","5"
"811","980509","비봉주차장(구)","종로구 구기동 139-9","40","유료","37.61217999","126.9565353","150","5","150","5"
"821","1441366","빙수골장미(구)","동작구 상도동 301-132","64","유료","37.49317759","126.93401758","150","5","150","5"
"837","1527401","사조냉장-무등실업(구)","금천구 독산동 303-2","28","유료","37.47081771","126.89164997","500","10","500","10"
"111","1452323","사직로1(시)","종로구 내자동 20-0 (내자 R ~ 필운동 227 금고)","15","무료","37.57616947","126.97005497","0","0","0","0"
"1262","1452080","사직로2(시)","종로구 내자동 131-0 (내자동131 미유 ~ 내자 R)","9","무료","37.575852","126.97127004","0","0","0","0"
"135","1452742","사직로3(시)","종로구 사직동 240-0 (남양빌딜 ~ 풍림스페이스본 버스정류장)","6","무료","37.57477163","126.96796243","0","0","0","0"
"141","1544255","산업은행앞 노상주차장(구)","영등포구 여의도동 16-0 서울특별시 영등포구시설관리공단","11","유료","37.52771304","126.92050089","500","5","500","5"
"152","1052723","살곶이(평면)(구)","성동구 사근동 104-0","102","유료","37.55384954","127.04829171","50","5","50","5"
"153","172070","삼각주차장(구)","용산구 한강로1가 231-42","12","유료","37.53409224","126.97336294","1500","30","500","10"
"154","1545969","삼각지역(구)","용산구 한강로1가 138-0","12","유료","37.53463901","126.97374633","250","5","250","5"
"166","1042406","삼성1동 문화센터(구)","강남구 삼성동 161-2","67","유료","37.51434435","127.0626519","400","5","400","5"
"167","1526218","삼성물산~마이크로오피스(구)","금천구 가산동 345-26","28","유료","37.47426295","126.88163705","500","10","500","10"
"1951","968503","삼양마을공원지하 공영주차장(구)","강북구 미아동 748-2","95","유료","37.62274538","127.01842794","200","5","200","5"
"1961","173870","삼전동공영주차장(구)","송파구 삼전동 175-8","198","유료","37.50025109","127.09589543","50","5","50","5"
