"","PARKING_CODE","PARKING_NAME","ADDR","CAPACITY","PAY_NM","LAT","LNG","RATES","TIME_RATE","ADD_RATES","ADD_TIME_RATE"
"1971","1451913","삼청공원앞(구)","종로구 삼청동 25-11","18","유료","37.58750345","126.98310853","500","10","500","10"
"215","1510744","삼풍상가 노상 공영주차장(구)","중구 인현동2가 56-0 0","102","유료","37.56560685","126.99582882","500","5","500","5"
"317","1561417","삼환아파트 앞 노상주차장(구)","영등포구 문래동4가 41-0","55","유료","37.51408355","126.8899035","500","10","500","10"
"372","1527239","삼환아파트(구)","금천구 독산동 1004-6","24","유료","37.46479292","126.89066871","1500","30","500","10"
"396","1579351","삼희상가주변(구)","동대문구 답십리동 528-0","16","유료","37.56816995","127.05201158","500","10","500","10"
"412","1040011","상계2동 공영주차장(구)","노원구 상계동 373-13","108","유료","37.6567376","127.06753097","150","5","150","5"
"413","1579833","상계역 서측 주택가 공영주차장(구)","노원구 상계동 169-409","10","유료","37.6600464","127.07105592","150","5","150","5"
"414","172385","상봉2동공영주차장(구)","중랑구 상봉동 110-38","83","유료","37.59305102","127.08421599","100","5","100","5"
"415","172881","상암1 공영주차장(구)","마포구 상암동 1621-0","141","유료","37.57727445","126.8972079","200","5","200","5"
"4161","173168","상인회주차장(시)","금천구 시흥동 886-13","22","유료","37.45327415","126.90331282","1000","30","0","0"
"417","1452132","새문안로2길(노상주차장)(시)","종로구 신문로2가 106-9 (새문안로 2길(씨티은행 옆 ~ 씨네큐브 맞은편","8","무료","37.56892823","126.97165748","0","0","0","0"
"425","1505872","새물결 노상 공영주차장(구)","마포구 동교동 165-1","17","유료","37.55683887","126.92448525","400","5","400","5"
"442","172683","새장골공영주차장(구)","은평구 불광동 480-352","40","유료","37.62446275","126.9235464","100","5","100","5"
"443","968514","색동공원 공영주차장(구)","강북구 수유동 49-7","80","유료","37.63322721","127.02071053","200","5","200","5"
"444","1423651","서강대역 환승 공영주차장(구)","마포구 신수동 93-35","98","유료","37.55102716","126.93646275","150","5","150","5"
"445","171997","서계동공영주차장(구)","용산구 서계동 276-5","36","유료","37.55163663","126.9643958","150","5","150","5"
"446","1527435","서광모드(A)(구)","금천구 가산동 60-33","3","유료","37.47670244","126.88497043","500","10","500","10"
"449","1526252","서광모드(B)(구)","금천구 가산동 60-33","14","유료","37.47523975","126.88578684","500","10","500","10"
"463","173289","서광주차장(구)","동작구 신대방동 607-45","60","유료","37.48879884","126.90784181","150","5","150","5"
"464","173701","서래마을공영주차장(구)","서초구 반포동 90-7","78","유료","37.49715663","126.99877889","300","10","300","10"
"465","1386536","서린노외(글로벌센터)주차장(시)","종로구 서린동 63-0","45","유료","37.56983402","126.98150586","400","5","400","5"
"466","1525457","서부간선도로(구)","금천구 가산동 557-4","75","유료","37.472067","126.88155393","500","10","500","10"
"5411","1579590","서서울(구)","양천구 신월동 267-8","70","유료","37.52814337","126.83194541","50","5","50","5"
"542","1051019","서신초교지하공동주차장(구)","은평구 신사동 193-0","110","유료","37.59220373","126.90669778","100","5","100","5"
"543","1441348","서울마당놀이(구)","송파구 잠실동 47-1","17","유료","37.508919","127.10002585","500","5","500","5"
"544","1511361","서울스퀘어빌딩앞 이륜차 전용주차장(시)","중구 남대문로5가 541-0 0","10","무료","37.55506143","126.97323455","0","0","0","0"
"5541","171724","서인사마당공영(구)","종로구 견지동 85-18","45","유료","37.57352191","126.98380407","400","5","400","5"
"5551","173573","서초역공영주차빌딩(기계식)(구)","서초구 서초동 1542-12","102","유료","37.49053768","127.00897877","500","10","500","10"
"5561","1579832","석계역 앞(구)","노원구 월계동 60-1","29","유료","37.61572968","127.06518388","100","5","100","5"
"5571","173880","석촌고분 주차장(구)","송파구 석촌동 248-0","63","유료","37.5019629","127.10229538","50","5","50","5"
"5581","171932","성곽공영주차장(구)","중구 신당동 432-2026","46","유료","37.55054127","127.00484324","150","5","150","5"
"5592","1413181","성북구 길음동 1070-23(구)","성북구 길음동 1070-23","12","유료","37.60512964","127.02537795","2000","60","0","0"
"5601","172923","성산2-1 공영주차장(구)","마포구 성산동 199-0","59","유료","37.56479289","126.9067217","1000","60","500","30"
"5611","1510322","성산로(시)","마포구 성산동 117-1 (모래내로 고가차로 하부 ~ 성산2교 버스정류","8","무료","37.56587534","126.91369911","0","0","0","0"
"5691","172120","성수1가1동(건물)(구)","성동구 성수동1가 656-260","96","유료","37.53996228","127.04638485","100","5","100","5"
"5701","172134","성수2가1동 (건물)(구)","성동구 성수동2가 571-1","165","유료","37.53716718","127.05619675","100","5","100","5"
"5711","172130","성수2가3동 (건물)(구)","성동구 성수동2가 299-19","198","유료","37.54913662","127.05519826","100","5","100","5"
"572","1536445","성수2가3동거주자우선주차장(구)","성동구 성수동2가 277-43","232","유료","37.54402022","127.0608514","250","5","250","5"
"580","1548628","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","2","유료","37.51172262","126.92259737","500","10","500","10"
"582","1551398","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","10","유료","37.51182089","126.92267167","500","10","500","10"
"5921","1544943","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","5","유료","37.51166233","126.92325989","500","10","500","10"
"597","1543100","세우빌딩 앞노상주차장(구)","영등포구 여의도동 10-0","13","유료","37.53055801","126.92588891","1000","10","1000","10"
"6101","1451795","세운상가밑(구)","종로구 장사동 116-3","34","유료","37.56917369","126.99503625","1000","10","1000","10"
"6441","1527454","세일철강~LG전자연구소(구)","금천구 가산동 319-15","28","유료","37.47228828","126.88511096","500","10","500","10"
"672","171975","손기정체육공원 공영주차장(구)","중구 만리동2가 6-1","162","유료","37.55559696","126.96497303","150","5","150","5"
"6731","1515153","송림 기사식당길 공영주차장(A)(구)","광진구 자양동 227-1","45","유료","37.53538816","127.07620852","200","5","200","5"
"718","1516130","송림 기사식당길 공영주차장(A)(구)","광진구 자양동 794-0","39","유료","37.53406828","127.07606992","200","5","200","5"
"7571","1575872","송림기사식당길(B) 공영주차장(구)","광진구 자양동 584-11","8","유료","37.53124659","127.07498495","200","5","200","5"
"765","1575863","송림기사식당길(B) 공영주차장(구)","광진구 자양동 601-5","9","유료","37.5321987","127.07552315","200","5","200","5"
"7741","1366504","송정동(건물)(구)","성동구 송정동 68-57","122","유료","37.549976","127.0680728","100","5","100","5"
"775","172550","송중동 공영주차장(구)","강북구 미아동 48-1","53","유료","37.61165492","127.03363616","200","5","200","5"
"776","1034345","송중동(임시)공영주차장(구)","강북구 미아동 860-123","6","유료","37.61105539","127.03349783","200","5","200","5"
"777","1366791","송천동공영주차장(구)","강북구 미아동 439-138","59","유료","37.61458475","127.0251644","150","5","150","5"
"778","1441397","송파근린공원(구)","송파구 송파동 113-2","324","유료","37.50590513","127.10979617","150","5","150","5"
"779","173877","송파동 공영주차장(구)","송파구 송파동 128-0","85","유료","37.50704487","127.11336408","50","5","50","5"
"7801","173679","송파체비치 주차장(구)","송파구 송파동 148-2","40","유료","37.5063385","127.11789217","50","5","50","5"
"7811","1384008","송화골목 전통시장 고객주차장(구)","강서구 내발산동 720-4","24","유료","37.54910323","126.83465308","250","5","250","5"
"782","1453862","수락산디자인서울거리(구)","노원구 상계동 996-2","71","유료","37.67450283","127.05955087","150","5","0","0"
"853","172643","수색동공영주차장(구)","은평구 수색동 78-2","111","유료","37.58049896","126.89893152","100","5","100","5"
"854","1575653","수색로(시)","서대문구 남가좌동 293-3","10","무료","37.56959993","126.91462732","0","0","0","0"
"864","1034344","수유2동 공영주차장(구)","강북구 수유동 660-30","62","유료","37.64603214","127.02190809","150","5","150","5"
"8651","1366795","수유동쌈지마당공영주차장(구)","강북구 수유동 612-6","19","유료","37.63207449","127.02361923","250","5","250","5"
"8661","1439690","수유마을시장 공영주차장(구)","강북구 수유동 55-53","116","유료","37.63066419","127.02184586","100","5","100","5"
"867","1366792","수유일공원공영주차장(구)","강북구 수유동 605-407","91","유료","37.63061186","127.01743071","200","5","200","5"
"868","1525626","조양화학(구)","금천구 가산동 336-25","36","유료","37.47277477","126.88671296","500","10","500","10"
"904","1526945","조양화학(구)","금천구 독산동 336-25","16","유료","37.47111973","126.88744778","500","10","500","10"
"9201","173333","조원동 제1공영주차장(구)","관악구 신림동 571-6","108","유료","37.48108305","126.90574042","250","5","250","5"
"9211","1451753","종각(구)","종로구 관철동 45-9","13","유료","37.56954998","126.98357958","1000","10","1000","10"
"934","1451426","종로3가역(구)","종로구 훈정동 38-2","5","유료","37.57255414","126.99342772","1000","10","1000","10"
"939","1451723","종로3가역(구)","종로구 묘동 21-0","5","유료","37.57262866","126.99198722","1000","10","1000","10"
"9441","1451707","종로3가역(구)","종로구 봉익동 36-11","49","유료","37.57217071","126.99376961","1000","10","1000","10"
"993","1451828","종로40길 이륜자동차주차장(구)","종로구 종로6가 318-3","111","무료","37.57098063","127.00708226","0","0","0","0"
"104","1452762","종로63가길 이륜자동차주차장(구)","종로구 숭인동 58-2","5","무료","37.57724429","127.01866158","0","0","0","0"
"109","1451392","종로구 누하동   (구)","종로구 누하동 7-0","7","무료","37.57985851","126.96863957","0","0","0","0"
"116","1453839","주공11단지상가뒤(구)","노원구 상계동 652-4","13","유료","37.66646381","127.0567031","250","5","0","0"
"129","1454490","주공11단지상가뒤(구)","노원구 상계동 652-4","13","유료","37.66467787","127.05716286","250","5","0","0"
"142","1453860","주공12단지상가뒤(구)","노원구 상계동 647-1","11","유료","37.66698563","127.05785535","250","5","0","0"
"1531","1454548","주공12단지상가뒤(구)","노원구 상계동 647-1","11","유료","37.6653163","127.05829546","250","5","0","0"
"164","1454506","주공1~3단지주변(구)","노원구 상계동 745-0","24","유료","37.65063976","127.06096825","250","5","0","5"
"1881","1454284","주공1~3단지주변(구)","노원구 상계동 765-2","20","유료","37.64806959","127.06191425","250","5","0","5"
"208","1570021","주공3단지상가주변(구)","노원구 상계동 736-0","44","유료","37.65325326","127.05975929","250","5","0","0"
"252","1453805","주공4~6단지주변(구)","노원구 상계동 750-0","15","유료","37.6506519","127.06225244","250","5","0","5"
"267","1454502","주공4~6단지주변(구)","노원구 상계동 750-0","8","유료","37.64940719","127.06263162","250","5","0","5"
"275","1454083","주공5단지옆(구)","노원구 중계동 359-16","31","유료","37.65197389","127.07670495","250","5","0","0"
"306","1570023","주공6단지상가주변(구)","노원구 상계동 723-2","41","유료","37.65359081","127.06102971","250","5","0","0"
"347","1454288","주공7단지옆(구)","노원구 상계동 693-5","17","유료","37.65622974","127.06053389","250","5","0","0"
"364","1554796","주막거리공영주차장(구)","중랑구 상봉동 127-19","26","유료","37.59404214","127.07757359","250","5","250","5"
"390","1522935","주양쇼핑앞(구)","강동구 명일동 51-1","51","유료","37.55183497","127.15322547","250","5","250","5"
"391","1520883","주양쇼핑옆(구)","강동구 명일동 47-21","45","유료","37.55284885","127.15299197","250","5","250","5"
"436","1513653","중곡복개천 공영주차장(B)(구)","광진구 중곡동 277-20","35","유료","37.56194617","127.08280355","200","5","200","5"
"471","1512529","중곡복개천 공영주차장(구)","광진구 중곡동 150-196","41","유료","37.56033903","127.08617192","200","5","250","10"
"5121","1410226","중곡시장주차장(구)","광진구 중곡동 221-6","19","유료","37.56387377","127.08198483","250","5","0","0"
"5131","1577121","중곡초교(구)","중랑구 면목동 380-0","140","유료","37.57427209","127.08377631","100","5","100","5"
"5141","1447973","중구구민회관 부설(구)","중구 을지로6가 18-14","71","유료","37.56862553","127.00601146","250","5","250","5"
"5151","1447999","중림종합복지센터 부설주차장(구_중림(제5))(구)","중구 중림동 155-1","65","유료","37.55947076","126.96616091","250","5","250","5"
"5161","1544144","중마루공원앞 노상주차장(구)","영등포구 영등포동2가 222-0","34","유료","37.5197808","126.91093702","500","10","500","10"
"5501","1028036","중산공영주차장(구)","동대문구 답십리동 23-3","58","유료","37.56867158","127.05892065","1000","60","0","0"
"5511","1564266","중소기업협동조합앞 노상주차장(구)","영등포구 여의도동 16-0","5","유료","37.52868452","126.92207205","1000","10","1000","10"
"5562","173522","중앙로공영주차빌딩(구)","서초구 방배동 977-17","50","유료","37.48225393","126.99203575","300","10","300","10"
"5572","1567061","중앙우체국옆 이륜자동차주차장(구)","중구 충무로1가 15-0 0","23","무료","37.56198572","126.98160593","0","0","0","0"
"5801","1509352","중앙의료원옆 이륜자동차 주차장(구)","중구 을지로6가 18-79 0","12","무료","37.56733973","127.00724763","0","0","0","0"
"5922","172386","중화1동공영주차장(구)","중랑구 중화동 29-2","130","유료","37.60270927","127.08165711","100","5","100","5"
"5931","1553250","중화동(시)","중랑구 중화동 61-2","11","유료","37.59441808","127.07229896","100","5","100","5"
"6041","1512040","진양상가노상공영주차장(구)","중구 인현동2가 181-0 0","102","유료","37.56324609","126.99605217","500","5","500","5"
"706","1542827","진주아파트 옆 노상주차장(구)","영등포구 여의도동 54-4","56","유료","37.51790233","126.9338384","1000","10","1000","10"
"762","1452701","창경궁로1(시)","종로구 와룡동 2-86 (종로구 창경궁로(창경궁 주차장 ~ 창경궁 홍","11","무료","37.58018324","126.9963732","0","0","0","0"
"7731","1451769","창대교회 옆 이륜전용주차장(구)","종로구 숭인동 62-9","2","무료","37.57457238","127.01631651","0","0","0","0"
"7751","1574972","창동역 (구)구청별관주차장(구)","도봉구 창동 5-1","30","유료","37.6524969","127.04978278","250","5","0","0"
"805","171802","창신1동공영주차장(창일공영)(구)","종로구 창신동 82-0","89","유료","37.57488143","127.0150838","2000","240","",""
"806","1451755","창신쌍용2지구 북측 이륜차주차장(구)","종로구 창신동 37-16","9","무료","37.58056997","127.01065569","0","0","0","0"
"8151","1452469","창의문로(시)","종로구 청운동 15-57 (벽산빌리지 9동 앞 ~ 청운중학교 100m 앞)","40","무료","37.5916861","126.96834034","0","0","0","0"
"855","788447","창천중교 공영주차장(구)","마포구 노고산동 33-1","280","유료","37.55473789","126.93943744","200","5","200","5"
"8561","1441362","천마(구)","송파구 마천동 1-5","140","유료","","","50","5","50","5"
"857","1404936","천왕역 광역환승센터(시)","구로구 오류동 174-10","330","유료","37.48728845","126.83918316","100","5","100","5"
"858","1247641","천호2동노외주차장(구)","강동구 천호동 457-7","13","유료","37.54032781","127.12304831","250","5","250","5"
"859","1515742","천호2동제2(구)","강동구 천호동 431-2","5","유료","37.54013309","127.12308045","250","5","0","0"
"8641","1452705","청계 화물(시)","종로구 종로5가 490-0","1","유료","37.56982469","127.00377796","500","5","650","5"
"8652","1042402","역삼1동 문화센터(구)","강남구 역삼동 829-20","118","유료","37.49534845","127.03323757","400","5","400","5"
"8662","1441360","역삼문화공원(구)","강남구 역삼동 635-0","59","유료","37.50229995","127.03006081","300","5","300","5"
"8671","1051018","연광초교지하공동주차장(구)","은평구 불광동 400-6","152","유료","37.62387156","126.92422148","100","5","100","5"
"8681","1508122","연남 유료 주차장(구)","마포구 연남동 260-29","78","유료","37.56113599","126.9242091","250","5","250","5"
"946","1368504","연신중학교지하공동주차장(구)","은평구 불광동 400-4","137","유료","37.6232864","126.92508572","100","5","100","5"
"947","1451515","열린마당(구)","종로구 세종로 111-0 옆","13","유료","37.57527737","126.97875478","1000","10","1000","10"
"960","172912","염리 공영주차장(구)","마포구 염리동 174-3","135","유료","37.54199792","126.94523726","250","5","250","5"
"9611","1510832","영국대사관 옆 노상 공영주차장(구)","중구 정동 5-1 0","13","유료","37.56657538","126.97602679","600","5","600","5"
"974","1425391","영등포구청별관청사(구)","영등포구 당산동3가 560-0","61","유료","37.528464","126.89437002","150","5","150","5"
"975","173192","영등포구청역(시)","영등포구 당산동3가 370-3","139","유료","37.52432737","126.89548892","150","5","150","5"
"976","1577281","영등포구청환승주차장(구)","영등포구 당산동3가 370-4","66","유료","37.52462558","126.89564732","100","5","100","5"
"977","173186","영등포동제1공영(구)","영등포구 영등포동2가 230-0","34","유료","37.52091713","126.91009196","150","5","150","5"
"9781","173218","영등포동제2공영(구)","영등포구 영등포동7가 29-122","28","유료","37.523784","126.90858163","100","5","100","5"
"9791","1254863","영등포동제3공영(구)","영등포구 영등포동4가 442-0","172","유료","37.51707492","126.90334294","250","5","250","5"
"9801","173152","영등포본동제1공영(구)","영등포구 영등포동 592-10","194","유료","37.51440196","126.90917949","100","5","100","5"
"9811","1416322","영등포본동제2공영(구신길2동)(구)","영등포구 신길동 186-355","61","유료","37.51332538","126.91407775","50","5","50","5"
"982","1025695","영등포여자고등학교지하공영(구)","영등포구 신길동 184-3","98","유료","37.51520496","126.91511598","50","5","50","5"
"983","1551797","영등포역 이륜자동차주차장(구)","영등포구 영등포동3가 618-496","21","무료","37.51628222","126.90679022","0","0","0","0"
"41","1562046","영등포중앙시장 노상주차장(구)","영등포구 영등포동7가 5-1","8","유료","37.52229912","126.9084773","200","10","200","10"
"12","1364472","영희초교(구)","강남구 일원동 617-0","187","유료","37.49192117","127.08129163","100","5","100","5"
"13","1404649","오류1동 텃골주차장(구)","구로구 오류동 6-11","84","유료","37.4954652","126.83924837","100","5","100","5"
"14","172563","오패산공영주차장(구)","강북구 미아동 133-100","76","유료","37.6221541","127.03114725","150","5","150","5"
"15","173759","온조대왕 문화체육관옆(구)","강동구 고덕동 300-0","25","유료","37.55756224","127.15717643","150","5","150","5"
"161","172228","외대역주차빌딩 공영(구)","동대문구 이문동 306-14","84","유료","37.59504107","127.0626248","500","10","500","10"
"172","1525980","요업기술원-LG전자뒤(구)","금천구 가산동 237-101","55","유료","37.47373261","126.88941949","500","10","500","10"
"721","1505611","용강동 노상 공영주차장(구)","마포구 용강동 122-15","54","유료","37.54236769","126.94020963","250","5","250","5"
"1263","1535569","용답동거주자우선주차장(구)","성동구 용답동 225-13","22","유료","37.56152792","127.05879094","250","5","250","5"
"148","1397591","용답제2(평면)(구)","성동구 용답동 182-10","141","유료","37.56328524","127.05628296","150","5","150","5"
"149","172318","용마폭포공원공영주차장(구)","중랑구 면목동 1-4","119","유료","37.57337582","127.0911424","100","5","100","5"
"150","172007","용문동주차장(구)","용산구 도원동 4-5","41","유료","37.53894931","126.95756768","150","5","150","5"
"151","172068","용산2가소월주차장(구)","용산구 용산동2가 11-0","56","유료","37.54621474","126.98558224","150","5","150","5"
"1521","172027","용산전자상가1(구)","용산구 한강로3가 12-0","202","유료","37.53204956","126.96477998","250","5","250","5"
"1532","172021","용산전자상가2(구)","용산구 한강로3가 14-1","196","유료","37.53266756","126.96308865","250","5","250","5"
"1541","172015","용산전자상가3(구)","용산구 한강로3가 19-2","160","유료","37.53258192","126.9603249","250","5","250","5"
"155","1268813","용산전자상가4(구)","용산구 원효로3가 51-5","114","유료","37.53388844","126.9600572","250","5","250","5"
"156","172018","용산전자상가5(구)","용산구 한강로3가 2-1","42","유료","37.53381412","126.96341541","250","5","250","5"
"157","172934","우리공영주차장(구)","양천구 목동 907-8","40","유료","37.53665073","126.87917722","150","5","150","5"
"158","1526726","우리은행(구)","금천구 가산동 140-41","13","유료","37.47685612","126.89036115","500","10","500","10"
"171","1552758","우림시장공영주차장(구)","중랑구 망우동 486-10","55","유료","37.59875811","127.09821968","250","5","250","5"
"226","172935","웃우물 주차장(시)","양천구 신정동 943-25","79","유료","37.52379759","126.85141746","150","5","150","5"
"227","1525056","웅진코웨이~sk트윈타워(구)","금천구 가산동 345-2","48","유료","37.4743007","126.884379","500","10","500","10"
"2751","1451560","원서공원(구)","종로구 와룡동 206-0","15","유료","37.57774739","126.9893215","500","10","500","10"
"290","1451908","원서공원(구)","종로구 원서동 206-0","2","유료","37.57844214","126.98931704","500","10","500","10"
"292","173329","원신공영주차장(구)","관악구 신림동 366-0","174","유료","37.469935","126.92928532","50","5","50","5"
"2931","1576699","월계역(시)","노원구 월계동 589-3","40","유료","37.634598","127.059314","100","5","100","5"
"2941","1454104","유경백화점뒤(구)","노원구 중계동 364-16","36","유료","37.64868375","127.07721012","250","5","0","0"
"3301","1527496","유진골프장(구)","금천구 독산동 1081-2","40","유료","37.46920185","126.8882966","500","10","500","10"
"3701","1032247","은평평화공원(구)","은평구 녹번동 153-1","143","유료","37.60573659","126.92310827","150","5","150","5"
"371","172367","은행나무공영주차장(구)","중랑구 면목동 107-5","97","유료","37.58701918","127.09149573","100","5","100","5"
"3721","172083","응봉동(건물)(구)","성동구 행당동 341-59","71","유료","37.55334376","127.03074237","50","5","50","5"
"373","1052737","응봉동(평면)(구)","성동구 응봉동 3-11","69","유료","37.55039155","127.03448112","100","5","100","5"
"374","172703","응암3동공동주차장(구)","은평구 응암동 580-4","160","유료","37.59345156","126.91539487","100","5","100","5"
"3751","1578767","이경시장 공영주차장(구)","동대문구 이문동 86-52","27","유료","37.59569053","127.06522532","500","10","500","10"
"402","173485","이수공영주차장(구)","서초구 방배동 761-3","161","유료","37.49609844","126.98523586","300","10","300","10"
"403","1438219","이촌한강공원주차장(시)","용산구 이촌동 376-0","150","유료","37.52096923","126.9597975","1000","30","200","10"
"404","172041","이태원2동 공영주차장(구)","용산구 이태원동 227-9","112","유료","37.54036639","126.99265839","250","5","250","5"
"405","1549315","이태원로(시)","용산구 한남동 738-29 (이태원로 제일기획 삼거리 ~ 리움미술관 삼","20","무료","37.53627334","127.00011311","0","0","0","0"
"4251","1509502","이화여고 앞 노상 공영주차장(구)","중구 순화동 1-1 0","14","유료","37.56532003","126.9684567","250","5","250","5"
"439","172580","인수동 공영주차장(구)","강북구 수유동 126-0","89","유료","37.63608367","127.01844991","200","5","200","5"
"440","173810","일원1동(기계식)(구)","강남구 일원동 684-8","64","유료","37.48948769","127.08176548","100","5","100","5"
"441","1366601","일원동(시)","강남구 일원동 711-1","21","유료","37.49134485","127.08842777","50","5","50","5"
"4421","1366602","일원터널(시)","강남구 일원동 722-2","11","유료","37.48280832","127.07875524","100","5","100","5"
"4431","172218","자양4동 공영(구)","광진구 자양동 5-5","86","유료","37.53867795","127.06824343","150","5","150","5"
"4441","1412893","자양전통시장 공영주차장(구)","광진구 자양동 631-18","24","유료","37.53380376","127.08160385","250","5","250","5"
"4451","1140909","잠원동방음언덕형공영주차장(구)","서초구 잠원동 10-33","94","유료","37.51638775","127.0163891","300","10","300","10"
"4461","1247682","장안1동민자유치(장안주차장)(구)","동대문구 장안동 392-11","77","유료","37.56942934","127.06702282","1500","30","500","10"
"447","1277146","장안2동 노외주차장(시)","동대문구 장안동 286-9","80","유료","37.5782752","127.07061896","100","5","100","5"
"448","1575595","장안공원지하주차장(구)","동대문구 장안동 300-0","163","유료","37.57739367","127.07139607","1000","60","0","0"
"4491","1190919","장안보성연립노상주차장(구)","동대문구 장안동 427-4","12","유료","37.56598784","127.06579549","500","10","500","10"
"4611","172259","장영당길 공영주차장(구3동)(구)","동대문구 답십리동 484-7","193","유료","37.56865003","127.05316279","1000","60","0","0"
"462","172518","장위3동공영주차장(한천로)(구)","성북구 장위동 158-1","53","유료","37.62091287","127.05258084","300","10","0","0"
"4631","1577276","장위전통시장 공영주차장(구)","성북구 장위동 68-130","20","유료","37.61025825","127.04986039","150","5","150","5"
"4641","171971","장충공영주차장(구)","중구 장충동2가 193-39","106","유료","37.56001","127.00131646","150","5","150","5"
"4651","1549661","장충단로(시)","용산구 한남동 9-19","5","무료","37.54736853","127.00267749","0","0","0","0"
"470","1534533","장한평자동차시장 노상공영주차장(구)","성동구 용답동 225-13","310","유료","37.56026951","127.06382265","250","5","250","5"
"7802","1449827","정릉시장(구)","성북구 정릉동 405-4","20","유료","37.60821867","127.00942122","150","5","150","5"
"7812","1577583","정릉천변 공영주차장(구)","동대문구 제기동 1159-0","62","유료","37.58459028","127.03634129","500","10","500","10"
"8431","1579491","정화여상 노상(구)","동대문구 제기동 855-0","74","유료","37.58468379","127.04053902","500","10","500","10"
"9171","1541909","현대41타워앞(구)","양천구 목동 917-2","24","유료","37.52785626","126.87486177","300","10","300","10"
"9341","1525943","협동봉제조합(구)","금천구 가산동 139-31","13","유료","37.47905793","126.88855157","500","10","500","10"
"9471","1543642","호성빌딩앞 노상주차장(구)","영등포구 여의도동 44-22","22","유료","37.52014323","126.9293498","1000","10","1000","10"
"969","1505187","홍대서측 노상 공영주차장(구)","마포구 서교동 366-19","168","유료","37.55146838","126.92140231","400","5","400","5"
"137","1563389","홍우빌딩앞 노상주차장(구)","영등포구 여의도동 43-0","11","유료","37.52139515","126.93007387","1000","10","1000","10"
"1481","782904","홍은 1동 제4 공영 주차장(구)","서대문구 홍은동 11-23","105","유료","37.60142195","126.94894256","50","5","50","5"
"1491","172089","홍익동(건물)(구)","성동구 홍익동 252-0","85","유료","37.5656391","127.03390496","100","5","100","5"
"1501","781511","화곡1-1 주택가공영주차장(구)","강서구 화곡동 424-94","98","유료","37.53142687","126.83988701","50","5","50","5"
"1511","1505241","화곡1동 달구지길(구)","강서구 화곡동 361-1","29","유료","37.53310359","126.83725275","250","5","250","5"
"180","1503333","화곡1동 배다리서길(구)","강서구 화곡동 914-3","299","유료","37.52838428","126.84172696","250","5","250","5"
"4361","1504180","화곡2동 배다리동길(구)","강서구 화곡동 881-14","209","유료","37.52905134","126.85217587","200","5","200","5"
"480","173009","화곡2-1 주택가공영주차장(구)","강서구 화곡동 167-10","60","유료","37.53604907","126.85245729","50","5","50","5"
"6091","1502564","화곡4동 배다리동길(구)","강서구 화곡동 842-11","82","유료","37.53006778","126.85916453","200","5","200","5"
"6381","172993","화곡5-1 주택가공영주차장(구)","강서구 화곡동 1030-33","27","유료","37.54391908","126.83972466","50","5","50","5"
"639","173014","화곡5-2 주택가공영주차장(구)","강서구 화곡동 1056-2","25","유료","37.54423955","126.84075413","50","5","50","5"
"640","173013","화곡6-1주택가공영주차장(구)","강서구 화곡동 1103-6","300","유료","37.55298682","126.84843416","100","5","100","5"
"641","1504310","화곡6동 방죽길(구)","강서구 화곡동 1112-1","66","유료","37.55432476","126.85238801","250","5","250","5"
